id , BZCAT5 Source name , RA (J2000.0) , Dec (J2000.0) , Redshift , Redshiftflag , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Fermi flux1-100 GeV(ph/cm2/s)
205 , 5BZBJ0114+1325 , 18.71988 , 13.42708 ,  ,  , 17.4 , 7300 , 63 ,  , 0.48 , 1.2e-9
206 , 5BZBJ0115-3400 , 18.75717 , -34.00756 , 0.482 ,  , 19.1 , 7300 , 6 ,  , 1.13 , 
207 , 5BZQJ0115-0127 , 18.82125 , -1.45128 , 1.381 ,  , 17.8 , 7211 , 1076 ,  , 0.56 , 
208 , 5BZQJ0115-2804 , 18.8495 , -28.082 , 2.579 ,  , 19.8 , 7211 , 439 ,  ,  , 
209 , 5BZBJ0115+0356 , 18.91879 , 3.94536 ,  ,  , 16.7 , 7300 , 99 ,  , 0.56 , 1.5e-9
210 , 5BZBJ0115+2519 , 18.94229 , 25.3315 ,  ,  , 17.3 , 7300 , 38 ,  , 2.07 , 1.3e-9
211 , 5BZQJ0115-3049 , 18.94342 , -30.82197 , 1.414 ,  , 19.8 , 7211 , 328 ,  ,  , 
212 , 5BZQJ0116-1136 , 19.05217 , -11.60428 , 0.671 ,  , 17.7 , 7211 , 1785 , 919 , 0.9 , 1.5e-9
213 , 5BZBJ0116-6153 , 19.08175 , -61.89542 ,  ,  , 17.8 , 7300 , 27 ,  ,  , 3e-10
214 , 5BZQJ0117+1418 , 19.355 , 14.30344 , 0.839 ,  , 20.8 , 7211 , 173 ,  ,  , 
215 , 5BZQJ0117-3357 , 19.43583 , -33.95139 , 0.647 ,  , 19.8 , 7211 , 415 ,  , 0.07 , 
216 , 5BZBJ0117-2443 , 19.44583 , -24.72603 , 0.279 ,  , 17 , 7300 , 10 ,  , 1.97 , 
217 , 5BZQJ0117-2111 , 19.45325 , -21.18519 , 1.49 ,  , 17.2 , 7211 , 255 ,  ,  , 
218 , 5BZQJ0118-2141 , 19.73858 , -21.69169 , 1.165 ,  , 17.6 , 7211 , 447 , 756 , 0.14 , 4.3e-9
219 , 5BZBJ0120-2701 , 20.13192 , -27.02353 ,  ,  , 15.5 , 7300 , 934 , 431 , 0.72 , 4.3e-9
220 , 5BZQJ0121-2806 , 20.25308 , -28.10614 , 3.119 ,  , 20 , 7211 , 122 ,  , 0.09 , 
221 , 5BZQJ0121+1127 , 20.37083 , 11.45014 , 2.487 ,  , 17.3 , 7211 , 46 ,  ,  , 
222 , 5BZQJ0121+1149 , 20.42317 , 11.83072 , 0.57 ,  , 19.2 , 7211 , 1184 ,  , 0.67 , 
223 , 5BZQJ0121+0422 , 20.48692 , 4.37353 , 0.637 ,  , 20 , 7211 , 1066 , 599 , 0.42 , 
224 , 5BZQJ0122+0310 , 20.50796 , 3.16736 , 4 ,  , 20.8 , 7211 , 98 ,  , 0.28 , 
225 , 5BZBJ0122+1510 , 20.61408 , 15.17308 ,  ,  , 19.7 , 7300 , 38 ,  ,  , 
226 , 5BZQJ0122+2502 , 20.66171 , 25.04217 , 2.025 ,  , 19.1 , 7211 , 714 ,  ,  , 
227 , 5BZQJ0122-0935 , 20.70029 , -9.59639 , 0.784 ,  , 18.9 , 7211 , 37 ,  , 0.28 , 
228 , 5BZBJ0123+3420 , 20.78596 , 34.34681 , 0.272 ,  , 17.9 , 7300 , 44 ,  , 25.3 , 4e-10
229 , 5BZBJ0123-2310 , 20.90979 , -23.18294 , 0.404 ,  , 17.6 , 7390 , 27 ,  , 5.59 , 
230 , 5BZGJ0123+4210 , 20.91871 , 42.16856 , 0.186 ,  , 17.6 , 7309 , 20 ,  , 1.96 , 
231 , 5BZQJ0123+2615 , 20.92933 , 26.25622 , 0.849 ,  ?  , 18.9 , 7211 , 183 ,  , 0.31 , 
232 , 5BZBJ0124+3249 , 21.12733 , 32.82953 ,  ,  , 19.5 , 7390 , 14 ,  , 0.99 , 
233 , 5BZBJ0124+0918 , 21.1855 , 9.31369 , 0.338 ,  , 19.1 , 7300 , 2 ,  , 0.21 , 
234 , 5BZBJ0124-0625 , 21.21033 , -6.41692 ,  ,  , 19.1 , 7300 , 41 ,  ,  , 6e-10
235 , 5BZQJ0124+2805 , 21.23283 , 28.0865 , 0.71 ,  , 18.4 , 7211 , 217 ,  ,  , 
236 , 5BZQJ0124-5113 , 21.23896 , -51.22125 , 1.104 ,  , 19.6 , 7211 , 251 ,  ,  , 
237 , 5BZQJ0125+0146 , 21.27292 , 1.77414 , 1.559 ,  , 19.1 , 7211 , 187 ,  , 0.18 , 
238 , 5BZBJ0125-2549 , 21.3285 , -25.81789 ,  ,  , 19.2 , 7300 , 166 ,  ,  , 
239 , 5BZQJ0125-0005 , 21.37017 , -0.09886 , 1.077 ,  , 16.5 , 7211 , 1540 ,  , 0.92 , 
240 , 5BZQJ0126-2222 , 21.5625 , -22.376 , 0.717 ,  , 18.3 , 7211 , 612 ,  , 0.23 , 
241 , 5BZQJ0126+2559 , 21.67829 , 25.98367 , 2.358 ,  , 18.1 , 7211 , 1003 , 330 , 0.69 , 
242 , 5BZBJ0126+3307 , 21.73846 , 33.12508 ,  ,  , 19.3 , 7300 , 7 ,  , 1.96 , 
243 , 5BZBJ0127-8108 , 21.79254 , -81.13908 ,  ,  , 16.7 , 7300 , 1075 ,  , 6.76 , 
244 , 5BZBJ0127-0151 , 21.79612 , -1.86494 ,  ,  , 19 , 7390 , 17 ,  , 0.3 , 
245 , 5BZBJ0127-0821 , 21.81796 , -8.35803 , 0.36 ,  ?  , 18.7 , 7300 , 112 ,  , 0.11 , 
246 , 5BZBJ0127-0013 , 21.96179 , -0.22961 , 0.44 ,  , 19.4 , 7300 , 7 ,  , 0.14 , 
247 , 5BZGJ0128+4901 , 22.03358 , 49.01833 , 0.067 ,  , 15.6 , 7309 , 206 , 995 , 1.7 , 
248 , 5BZUJ0128+4439 , 22.17225 , 44.655 , 0.228 ,  , 20.3 , 7900 , 40 ,  ,  , 6e-10
249 , 5BZQJ0130-1019 , 22.53708 , -10.31881 , 1.005 ,  , 17.8 , 7211 , 101 ,  , 0.18 , 
250 , 5BZQJ0130+0842 , 22.61517 , 8.71283 , 0.725 ,  , 20.5 , 7211 , 210 ,  ,  , 
251 , 5BZBJ0131+6120 , 22.78013 , 61.34261 ,  ,  , 18.8 , 7300 , 20 ,  , 4.25 , 2.7e-9
252 , 5BZQJ0131+3834 , 22.86129 , 38.57756 , 1.277 ,  , 21.4 , 7211 , 185 ,  ,  , 
253 , 5BZQJ0132-1654 , 23.18113 , -16.91344 , 1.02 ,  , 18.6 , 7211 , 830 , 791 , 0.27 , 2.1e-9
254 , 5BZUJ0133-5200 , 23.274 , -52.00108 ,  ,  , 17.8 , 7900 , 352 , 218 , 0.88 , 
255 , 5BZBJ0133-4414 , 23.27654 , -44.23928 ,  ,  , 18.1 , 7300 , 65 ,  ,  , 5e-10
256 , 5BZBJ0134+2638 , 23.61746 , 26.64525 ,  ,  , 17 , 7300 , 31 ,  , 0.91 , 9e-10
257 , 5BZQJ0134-3843 , 23.63346 , -38.72594 , 2.14 ,  ?  , 17.7 , 7211 , 569 , 412 , 0.62 , 
258 , 5BZQJ0135-2008 , 23.90629 , -20.14608 , 1.141 ,  , 18.1 , 7211 , 559 ,  ,  , 
259 , 5BZQJ0136-4044 , 24.02758 , -40.73886 , 0.649 ,  , 24.4 , 7211 , 123 ,  , 0.17 , 
260 , 5BZBJ0136+3905 , 24.13579 , 39.09978 ,  ,  , 15.5 , 7300 , 60 ,  , 9.6 , 4.5e-9
261 , 5BZQJ0136+4751 , 24.24413 , 47.85808 , 0.859 ,  , 18.1 , 7211 , 1138 , 2811 , 1.04 , 7.2e-9
262 , 5BZQJ0137+3122 , 24.28637 , 31.37661 , 1.716 ,  , 21 , 7211 , 417 ,  ,  , 
263 , 5BZQJ0137-2430 , 24.40979 , -24.51497 , 0.835 ,  , 15.9 , 7211 , 1181 , 1812 , 1.29 , 1e-9
264 , 5BZBJ0137+5814 , 24.46029 , 58.23647 ,  ,  , 18.1 , 7300 , 171 ,  , 3.82 , 1.1e-9
265 , 5BZQJ0138-2711 , 24.54092 , -27.19108 , 2.999 ,  , 19.9 , 7211 , 261 ,  ,  , 
266 , 5BZBJ0138-1754 , 24.54875 , -17.90378 , 0.53 ,  , 19.8 , 7300 , 17 ,  , 0.13 , 
267 , 5BZQJ0138-0540 , 24.71604 , -5.66894 , 2.004 ,  , 21.3 , 7211 , 263 ,  ,  , 
268 , 5BZQJ0138-2254 , 24.73946 , -22.91314 , 1.895 ,  , 17.6 , 7211 , 512 ,  ,  , 
269 , 5BZQJ0140-1532 , 25.0185 , -15.54881 , 0.819 ,  , 16.7 , 7211 , 233 ,  , 1.04 , 
270 , 5BZBJ0140-0758 , 25.17029 , -7.98031 ,  ,  , 18.6 , 7300 , 25 ,  , 5.51 , 
271 , 5BZBJ0141-0928 , 25.35762 , -9.47881 , 0.73 ,  ?  , 17.2 , 7300 , 657 ,  , 0.36 , 1.6e-9
272 , 5BZQJ0141-0202 , 25.39079 , -2.03931 , 1.281 ,  , 19.8 , 7211 , 126 ,  ,  , 
273 , 5BZUJ0141+3923 , 25.49063 , 39.39144 , 0.08 ,  , 12.5 , 7900 , 117 ,  , 0.53 , 
274 , 5BZBJ0142-0544 , 25.662 , -5.73369 ,  ,  , 18.3 , 7300 , 456 ,  ,  , 
275 , 5BZQJ0143+4129 , 25.76325 , 41.489 , 0.824 ,  , 19.3 , 7211 , 184 ,  ,  , 
276 , 5BZUJ0143-3200 , 25.79221 , -32.01575 , 0.375 ,  ?  , 18.4 , 7900 , 76 ,  , 0.75 , 
277 , 5BZQJ0143-6813 , 25.83008 , -68.22422 , 1.223 ,  , 19 , 7211 , 20 ,  , 0.08 , 
278 , 5BZBJ0143-5845 , 25.94758 , -58.76428 ,  ,  , 16.6 , 7300 , 28 ,  , 11.4 , 1.2e-9
279 , 5BZBJ0144+2705 , 26.13979 , 27.08419 ,  ,  , 19.5 , 7300 , 217 ,  , 0.36 , 3.4e-9
280 , 5BZQJ0145-2733 , 26.26413 , -27.55953 , 1.148 ,  , 17.5 , 7211 , 923 , 894 , 0.5 , 2.1e-9
281 , 5BZGJ0146-0551 , 26.56754 , -5.85294 , 0.499 ,  , 19.8 , 7309 , 405 ,  ,  , 
282 , 5BZQJ0146-2727 , 26.66783 , -27.46117 , 1.732 ,  , 20.5 , 7211 , 70 ,  ,  , 
283 , 5BZGJ0146-5202 , 26.70242 , -52.04264 , 0.098 ,  , 11.5 , 7309 , 324 ,  , 0.49 , 
284 , 5BZQJ0148+3854 , 27.10158 , 38.90144 , 1.442 ,  , 17.4 , 7211 , 345 ,  ,  , 
285 , 5BZGJ0148+1402 , 27.12375 , 14.03833 , 0.125 ,  , 17.3 , 7309 , 44 ,  , 0.33 , 
286 , 5BZBJ0148+0129 , 27.14079 , 1.48369 ,  ,  , 19.6 , 7300 , 88 ,  ,  , 5e-10
287 , 5BZQJ0148+4215 , 27.18575 , 42.25539 , 3.242 ,  , 20.1 , 7211 , 55 ,  , 0.1 , 
288 , 5BZQJ0149+0555 , 27.34321 , 5.93156 , 2.345 ,  , 21 , 7211 , 906 ,  , 0.2 , 
289 , 5BZQJ0149+1857 , 27.45717 , 18.95572 , 0.584 ,  , 20.2 , 7211 , 287 ,  ,  , 
290 , 5BZQJ0151-3435 , 27.84787 , -34.58719 , 1.31 ,  , 21.2 , 7211 , 147 ,  , 0.19 , 
291 , 5BZQJ0151+2744 , 27.86312 , 27.74494 , 1.26 ,  , 20.7 , 7211 , 893 ,  ,  , 
292 , 5BZQJ0152+2207 , 28.07525 , 22.11881 , 1.32 ,  , 18.9 , 7211 , 1042 ,  , 0.41 , 
293 , 5BZQJ0152-1412 , 28.13333 , -14.21094 , 1.35 ,  , 19.8 , 7211 , 745 ,  , 0.28 , 
294 , 5BZQJ0152-2942 , 28.14037 , -29.71331 , 1.221 ,  , 18.5 , 7211 , 226 ,  ,  , 
295 , 5BZGJ0152+0147 , 28.165 , 1.78811 , 0.08 ,  , 15 , 7309 , 61 ,  , 3.13 , 8e-10
296 , 5BZBJ0153+7517 , 28.28067 , 75.29522 ,  ,  , 18.3 , 7390 , 21 ,  , 1.45 , 
297 , 5BZQJ0153-3310 , 28.29217 , -33.17386 , 0.61 ,  , 17.2 , 7211 , 1186 ,  , 0.43 , 
298 , 5BZGJ0153+7115 , 28.35771 , 71.25181 , 0.022 ,  , 12 , 7309 , 578 ,  , 0.78 , 
299 , 5BZGJ0153-0118 , 28.39304 , -1.30233 , 0.245 ,  , 17.7 , 7309 , 106 ,  , 1.42 , 
300 , 5BZBJ0154+0823 , 28.51154 , 8.39753 ,  ,  , 17.1 , 7300 , 207 ,  , 1.15 , 1.8e-9
301 , 5BZQJ0154-5107 , 28.58187 , -51.13097 , 1.582 ,  , 17.9 , 7211 , 447 ,  ,  , 
302 , 5BZQJ0154-1346 , 28.62229 , -13.77653 , 1.01 ,  ,  , 7211 , 74 ,  , 0.04 , 
303 , 5BZBJ0154+4433 , 28.72692 , 44.56053 ,  ,  , 18.9 , 7300 , 37 ,  , 0.1 , 4e-10
304 , 5BZQJ0154+4743 , 28.73454 , 47.72403 , 1.026 ,  , 19 , 7211 , 275 , 429 ,  , 
305 , 5BZQJ0155+0438 , 28.76554 , 4.64175 , 1.132 ,  , 18.4 , 7211 , 323 ,  , 0.23 , 
306 , 5BZQJ0155+2230 , 28.99558 , 22.50331 , 1.456 ,  , 20.3 , 7211 , 253 ,  ,  , 
307 , 5BZBJ0156-5302 , 29.24167 , -53.03333 ,  ,  , 16.8 , 7300 , 43 ,  , 4.92 , 8e-10
308 , 5BZQJ0157+7442 , 29.39567 , 74.712 , 2.341 ,  , 16.7 , 7211 , 1801 ,  , 0.22 , 
309 , 5BZQJ0157-4614 , 29.46304 , -46.23978 , 2.287 ,  , 21.4 , 7211 , 224 ,  , 0.07 , 5e-10
310 , 5BZBJ0158-3932 , 29.65883 , -39.53439 ,  ,  , 17.7 , 7300 , 132 ,  , 0.19 , 9e-10
311 , 5BZUJ0158+0101 , 29.71988 , 1.02578 , 0.952 ,  ?  , 20.7 , 7900 , 82 ,  ,  , 4e-10
312 , 5BZBJ0159+1047 , 29.89329 , 10.78486 , 0.195 ,  , 17.4 , 7300 , 47 ,  , 1.75 , 1.1e-9
313 , 5BZBJ0159-2740 , 29.93062 , -27.67728 ,  ,  , 15.9 , 7300 , 103 ,  , 0.38 , 6e-10
314 , 5BZQJ0159-5143 , 29.99913 , -51.72631 , 2.39 ,  , 17.6 , 7211 , 88 ,  ,  , 
315 , 5BZBJ0200+2712 , 30.12271 , 27.2105 ,  ,  , 19.1 , 7300 , 16 ,  , 1.54 , 
316 , 5BZBJ0201+0034 , 30.27575 , 0.56672 , 0.298 ,  , 18.1 , 7300 , 13 ,  , 3.53 , 
317 , 5BZQJ0202+3943 , 30.50692 , 39.72267 , 0.78 ,  ?  , 18.5 , 7211 , 93 ,  ,  , 
318 , 5BZGJ0202-0559 , 30.52858 , -5.98336 , 0.189 ,  , 17.6 , 7309 , 213 ,  , 0.31 , 
319 , 5BZQJ0202-1948 , 30.55771 , -19.80542 , 0.493 ,  , 18.3 , 7211 , 274 ,  ,  , 
320 , 5BZBJ0202+0849 , 30.61004 , 8.82044 ,  ,  , 19.1 , 7300 , 135 ,  , 1.15 , 9e-10
321 , 5BZBJ0202+4205 , 30.68188 , 42.08786 ,  ,  , 18.8 , 7390 , 167 ,  ,  , 
322 , 5BZBJ0203+7232 , 30.88908 , 72.54825 ,  ,  , 14.8 , 7300 , 229 ,  , 0.09 , 1e-9
323 , 5BZBJ0203+3042 , 30.93446 , 30.7105 , 0.761 ,  , 19.1 , 7300 , 175 ,  ,  , 6e-10
324 , 5BZQJ0203+1134 , 30.94442 , 11.57928 , 3.639 ,  , 19.5 , 7211 , 781 ,  , 0.48 , 
325 , 5BZGJ0204+4005 , 31.02167 , 40.08431 , 0.007 ,  , 13.6 , 7309 , 50 ,  , 0.39 , 
326 , 5BZBJ0204-3333 , 31.05329 , -33.56142 , 0.617 ,  , 19.1 , 7300 , 6 ,  , 1.44 , 
327 , 5BZUJ0204+1514 , 31.21004 , 15.23639 , 0.833 ,  ?  , 22 , 7900 , 4068 , 435 , 0.02 , 8e-10
328 , 5BZQJ0204-5146 , 31.21238 , -51.78303 , 1.42 ,  , 16.1 , 7211 , 103 ,  ,  , 
329 , 5BZQJ0204-1701 , 31.24029 , -17.02217 , 1.74 ,  , 17.4 , 7211 , 1220 , 496 , 0.57 , 7e-10
330 , 5BZQJ0205+3212 , 31.27054 , 32.20836 , 1.466 ,  , 17.9 , 7211 , 657 , 779 , 0.5 , 5e-10
331 , 5BZQJ0205+1444 , 31.30467 , 14.74233 , 2.85 ,  , 21.5 , 7211 , 198 ,  ,  , 
332 , 5BZQJ0205+3932 , 31.30833 , 39.54917 , 0.454 ,  , 19 , 7211 , 51 ,  ,  , 
333 , 5BZQJ0206-1150 , 31.60867 , -11.84436 , 1.663 ,  , 19.8 , 7211 , 168 ,  , 0.19 , 7e-10
334 , 5BZQJ0206-6143 , 31.66667 , -61.72561 , 0.732 ,  , 20.3 , 7211 , 233 ,  ,  , 
335 , 5BZBJ0207-6837 , 31.96221 , -68.632 ,  ,  , 19 , 7300 , 310 ,  , 0.14 , 3e-10
336 , 5BZQJ0208-6216 , 32.00487 , -62.27653 , 2.382 ,  , 17.7 , 7211 , 204 ,  ,  , 
337 , 5BZBJ0208-0047 , 32.10979 , -0.79567 ,  ,  , 20.5 , 7300 , 579 ,  ,  , 
338 , 5BZBJ0208+3523 , 32.159 , 35.38692 , 0.318 ,  , 18.8 , 7300 , 5 ,  , 2.88 , 6e-10
339 , 5BZBJ0209+4449 , 32.32042 , 44.82969 ,  ,  , 18.1 , 7390 , 29 ,  , 5.65 , 
340 , 5BZBJ0209-5229 , 32.34004 , -52.48961 ,  ,  , 14.5 , 7300 , 77 ,  , 7.98 , 1.5e-9
341 , 5BZQJ0209-0438 , 32.37821 , -4.64058 , 1.128 ,  , 16.7 , 7211 , 219 ,  , 0.37 , 
342 , 5BZQJ0209+1352 , 32.4 , 13.86686 , 0.631 ,  , 20.1 , 7211 , 466 ,  ,  , 
343 , 5BZUJ0209+7229 , 32.46579 , 72.49075 , 0.895 ,  ?  , 21 , 7900 , 669 ,  , 0.16 , 
344 , 5BZQJ0210-1003 , 32.50087 , -10.06506 , 1.976 ,  , 19.3 , 7211 , 266 ,  , 0.07 , 
345 , 5BZUJ0210-5101 , 32.6925 , -51.01719 , 1.003 ,  , 14.8 , 7900 , 3493 , 1297 , 0.75 , 3.8e-9
346 , 5BZBJ0211+1051 , 32.80492 , 10.85967 ,  ,  , 15.4 , 7300 , 319 , 1228 , 3.83 , 2.6e-9
347 , 5BZUJ0211-1558 , 32.95733 , -15.97192 , 0.177 ,  , 17.1 , 7900 , 95 ,  , 0.75 , 
348 , 5BZBJ0212-3503 , 33.12713 , -35.05844 , 0.393 ,  ?  , 18.7 , 7300 , 18 ,  , 1.91 , 
349 , 5BZBJ0212+2244 , 33.22008 , 22.74778 , 0.459 ,  , 17 , 7300 , 67 ,  , 1.42 , 1e-9
350 , 5BZBJ0213+1213 , 33.27158 , 12.21969 ,  ,  , 20.8 , 7300 , 132 ,  ,  , 
351 , 5BZQJ0213+1820 , 33.29387 , 18.34039 , 1.817 ,  , 20.1 , 7211 , 116 ,  ,  , 
352 , 5BZGJ0214+5144 , 33.57471 , 51.74778 , 0.049 ,  , 16.5 , 7309 , 294 ,  , 4.58 , 
353 , 5BZQJ0215-0222 , 33.92508 , -2.38244 , 1.177 ,  , 20.7 , 7211 , 482 ,  , 0.27 , 
354 , 5BZQJ0216-0118 , 34.02358 , -1.30092 , 2.803 ,  , 18.7 , 7211 , 122 ,  ,  , 
355 , 5BZQJ0216-0105 , 34.05088 , -1.08856 , 1.492 ,  , 17.7 , 7211 , 141 ,  , 0.18 , 
356 , 5BZBJ0216+2314 , 34.13371 , 23.24728 , 0.288 ,  , 18.4 , 7390 , 36 ,  , 5.02 , 
357 , 5BZQJ0216-7331 , 34.186 , -73.52789 , 2.679 ,  , 19 , 7211 , 101 ,  , 0.05 , 
358 , 5BZQJ0216-3247 , 34.20079 , -32.79469 , 1.331 ,  , 18.3 , 7211 , 166 ,  , 0.2 , 
359 , 5BZBJ0216-6636 , 34.21187 , -66.61181 ,  ,  , 17.1 , 7300 , 103 ,  , 2.71 , 7e-10
360 , 5BZUJ0217-0820 , 34.26108 , -8.34789 , 0.607 ,  , 18.3 , 7900 , 418 , 424 , 0.68 , 4e-10
361 , 5BZBJ0217+0837 , 34.32137 , 8.61778 ,  ,  , 17.4 , 7300 , 315 , 387 , 0.71 , 1.6e-9
362 , 5BZQJ0217+7349 , 34.37837 , 73.82572 , 2.367 ,  , 18.9 , 7211 , 2272 , 1050 , 0.54 , 7e-10
363 , 5BZQJ0217-7251 , 34.39875 , -72.85775 , 0.293 ,  , 16.6 , 7211 , 150 ,  ,  , 
364 , 5BZQJ0217-7347 , 34.43796 , -73.78978 , 1.234 ,  , 19.5 , 7211 , 189 ,  , 0.26 , 
365 , 5BZQJ0217+0144 , 34.45396 , 1.74714 , 1.715 ,  , 16.2 , 7211 , 751 , 1546 , 0.56 , 5.7e-9
366 , 5BZQJ0218-0923 , 34.64321 , -9.394 , 1.447 ,  , 18.4 , 7211 , 156 ,  ,  , 
367 , 5BZBJ0219-1725 , 34.77292 , -17.42031 , 0.128 ,  , 17.1 , 7300 , 62 ,  , 0.73 , 4e-10
368 , 5BZQJ0219+0120 , 34.77925 , 1.34997 , 1.623 ,  , 19.1 , 7211 , 478 ,  ,  , 
369 , 5BZBJ0219-1842 , 34.83817 , -18.71075 ,  ,  , 19.4 , 7300 , 302 ,  ,  , 
370 , 5BZQJ0220-1305 , 35.11758 , -13.08864 , 1.445 ,  , 16.1 , 7211 , 357 ,  ,  , 
371 , 5BZQJ0220-2151 , 35.14646 , -21.85336 , 2.552 ,  , 18.6 , 7211 , 137 ,  ,  , 
372 , 5BZBJ0220-0842 , 35.20192 , -8.714 , 0.525 ,  , 18.3 , 7300 , 66 ,  , 0.89 , 
373 , 5BZUJ0220+2509 , 35.2135 , 25.15767 , 0.482 ,  , 18.8 , 7900 , 146 ,  ,  , 4e-10
374 , 5BZQJ0220-6330 , 35.22571 , -63.50539 , 1.478 ,  , 18.9 , 7211 , 380 ,  , 0.13 , 
375 , 5BZUJ0221+3556 , 35.27275 , 35.93714 , 0.944 ,  , 19.6 , 7900 , 1707 , 492 , 0.37 , 5.3e-9
376 , 5BZQJ0222-1615 , 35.50304 , -16.25458 , 0.698 ,  , 18.4 , 7211 , 590 ,  , 0.25 , 6e-10
377 , 5BZBJ0222+4302 , 35.66504 , 43.0355 ,  ,  , 14.5 , 7300 , 2303 , 498 , 2.29 , 2.56e-8
378 , 5BZQJ0222-3441 , 35.735 , -34.69131 , 1.49 ,  , 21 , 7211 , 683 , 305 ,  , 
379 , 5BZBJ0223-1117 , 35.80933 , -11.29397 ,  ,  , 18.1 , 7300 , 14 ,  , 0.56 , 3e-10
380 , 5BZQJ0223-5347 , 35.87863 , -53.79442 , 0.569 ,  , 19.1 , 7211 , 184 ,  ,  , 
381 , 5BZQJ0223-1656 , 35.93233 , -16.94381 , 1.015 ,  , 18.3 , 7211 , 241 ,  , 0.2 , 
382 , 5BZQJ0224+0659 , 36.11846 , 6.98981 , 0.511 ,  , 18.9 , 7211 , 772 , 801 , 0.88 , 
383 , 5BZQJ0225+1846 , 36.26946 , 18.78022 , 2.69 ,  , 19.1 , 7211 , 461 ,  , 3.08 , 
384 , 5BZGJ0225+3710 , 36.36396 , 37.17433 , 0.033 ,  , 9.5 , 7309 , 196 ,  , 0.04 , 
385 , 5BZUJ0226+0937 , 36.55704 , 9.62408 , 2.605 ,  ?  , 17.8 , 7900 , 375 ,  ,  , 7e-10
386 , 5BZBJ0226-4441 , 36.66192 , -44.68956 ,  ,  , 19.3 , 7300 , 12 ,  , 2.46 , 4e-10
387 , 5BZQJ0227+3931 , 36.78042 , 39.52781 , 1.571 ,  , 18.9 , 7211 , 432 ,  ,  , 
388 , 5BZBJ0227+0202 , 36.81913 , 2.03333 , 0.457 ,  , 19.1 , 7300 , 36 ,  , 18.2 , 4e-10
389 , 5BZQJ0227-0848 , 36.88367 , -8.80339 , 2.226 ,  , 18.7 , 7211 , 65 ,  , 0.21 , 
390 , 5BZQJ0227-3026 , 36.91892 , -30.43433 , 0.303 ,  , 17.4 , 7211 , 294 ,  , 0.22 , 
391 , 5BZQJ0228-5546 , 37.09004 , -55.76758 , 2.464 ,  , 19.8 , 7211 , 352 ,  ,  , 
392 , 5BZQJ0228-3719 , 37.14054 , -37.33231 , 2.154 ,  , 19.4 , 7211 , 92 ,  ,  , 
393 , 5BZQJ0228+6721 , 37.20854 , 67.35083 , 0.523 ,  , 18.1 , 7211 , 1540 , 1095 , 0.39 , 
394 , 5BZQJ0228-0337 , 37.22171 , -3.62697 , 2.073 ,  , 17.4 , 7211 , 940 ,  , 0.71 , 
395 , 5BZQJ0229-3643 , 37.36854 , -36.73244 , 2.115 ,  , 20.4 , 7211 , 117 , 306 , 0.57 , 1.2e-9
396 , 5BZQJ0229-7847 , 37.39563 , -78.796 , 1.07 ,  , 18.8 , 7211 , 352 ,  ,  , 
397 , 5BZQJ0229-1031 , 37.49746 , -10.52156 , 1.135 ,  , 19.2 , 7211 , 43 ,  , 0.16 , 
398 , 5BZQJ0230+4032 , 37.69046 , 40.54808 , 1.019 ,  , 17.7 , 7211 , 451 , 378 , 1.4 , 1.4e-9
399 , 5BZQJ0231-4746 , 37.79917 , -47.76989 , 0.765 ,  , 18.2 , 7211 , 43 , 324 , 0.31 , 
400 , 5BZQJ0231-5841 , 37.82054 , -58.68522 , 2.079 ,  , 17.4 , 7211 , 295 ,  , 0.5 , 
401 , 5BZQJ0231+1322 , 37.94121 , 13.38186 , 2.065 ,  , 17.5 , 7211 , 1560 , 324 , 0.35 , 
402 , 5BZQJ0231-3935 , 37.96592 , -39.59647 , 1.646 ,  , 20.7 , 7211 , 372 ,  , 0.11 , 
403 , 5BZGJ0232+2017 , 38.20254 , 20.28814 , 0.139 ,  , 16.2 , 7309 , 82 ,  , 5.63 , 
404 , 5BZBJ0233+3442 , 38.33508 , 34.715 , 0.458 ,  , 18.3 , 7390 , 188 ,  , 0.4 , 
405 , 5BZQJ0233+0229 , 38.45496 , 2.49031 , 0.321 ,  , 16 , 7211 , 52 ,  , 1.61 , 
406 , 5BZQJ0235-4737 , 38.77675 , -47.61961 , 1.504 ,  , 17.2 , 7211 , 697 ,  , 1.03 , 
407 , 5BZBJ0235-2938 , 38.90304 , -29.64539 ,  ,  , 19 , 7300 , 5 ,  , 1.59 , 
408 , 5BZQJ0236-2953 , 39.12988 , -29.89875 , 2.102 ,  , 18.2 , 7211 , 313 ,  , 0.22 , 
409 , 5BZQJ0236-6136 , 39.22187 , -61.60422 , 0.467 ,  , 17.6 , 7211 , 604 , 426 , 0.73 , 2.8e-9
410 , 5BZQJ0237+0526 , 39.3085 , 5.44722 , 0.561 ,  , 19.1 , 7211 , 177 ,  ,  , 
411 , 5BZBJ0237-3603 , 39.39179 , -36.05792 , 0.411 ,  , 16.3 , 7300 , 26 ,  , 2.31 , 4e-10
412 , 5BZQJ0237+2848 , 39.46837 , 28.8025 , 1.206 ,  , 18.1 , 7211 , 2197 , 1059 , 0.58 , 3.8e-9
413 , 5BZBJ0238-0924 , 39.55692 , -9.40872 , 0.419 ,  , 19.3 , 7300 , 3 ,  , 0.36 , 
