id , 3HSP Source name , BZcat name , R.A. , Dec , NVSS/FIRSTflux density(mJy) , Redshift , X-ray flux d. @ 1keV (μJy) , Log(peak flux) , FOM , γ-ray counterpart , Fermi γ-ray slope , 2WHSP name
1562 , 3HSPJ163709.5+432600 , 5BZBJ1637+4326 , 249.28958 , 43.43333 , 49.6 , 0.343 , 0.04 , -12.1 , 0.32 ,  ,  , 
1563 , 3HSPJ163715.3+463948 ,  , 249.31392 , 46.66333 , 1 , 0.67 , 0.03 , -12.9 , 0.05 ,  ,  , 2WHSPJ163715.2+463947
1564 , 3HSPJ163716.7+131438 , 5BZBJ1637+1314 , 249.31971 , 13.24389 , 11.2 , 0.559 , 0.15 , -12.3 , 0.2 ,  , 2.22 , 2WHSPJ163716.6+131438
1565 , 3HSPJ163726.6+454749 , 5BZGJ1637+4547 , 249.361 , 45.79694 , 46.4 , 0.192 , 0.2 , -12.1 , 0.32 ,  , 1.89 , 
1566 , 3HSPJ163751.0-344915 ,  , 249.4625 , -34.82083 , 110.9 ,  , 0.2 , -11.4 , 1.58 , 2FHL J1637.8-3448 , 1.73 , 
1567 , 3HSPJ163801.6+732615 , 5BZBJ1638+7326 , 249.50683 , 73.4375 , 6 ,  , 0.15 , -12.2 , 0.25 ,  , 1.91 , 2WHSPJ163801.6+732615
1568 , 3HSPJ163808.8+004222 ,  , 249.53683 , 0.70611 , 13.5 , 0.35 ,  , -12.2 , 0.25 ,  , 1.63 , 
1569 , 3HSPJ163920.6+560902 ,  , 249.83604 , 56.15056 , 55.4 ,  , 0.05 , -12.6 , 0.1 ,  ,  , 2WHSPJ163920.5+560902
1570 , 3HSPJ164011.0+062826 ,  , 250.04604 , 6.47389 , 39.8 , 0.31 ,  , >-12.4 , 0.16 ,  , 1.92 , 
1571 , 3HSPJ164014.9+685234 ,  , 250.06225 , 68.87611 , 8.3 , 0.26 , 0.07 , -11.8 , 0.63 ,  , 2.08 , 2WHSPJ164014.8+685233
1572 , 3HSPJ164220.3+221143 , 5BZBJ1642+2211 , 250.58467 , 22.19528 , 15.5 , 0.592 , 0.5 , -12 , 0.4 ,  , 2.13 , 2WHSPJ164220.2+221143
1573 , 3HSPJ164319.3+213107 , 5BZGJ1643+2131 , 250.83029 , 21.51861 , 11.6 , 0.154 , 0.18 , -12.3? , 0.2 ,  ,  , 
1574 , 3HSPJ164328.9-064619 , 5BZGJ1643-0646 , 250.8705 , -6.77194 , 28.8 , 0.082 , 2.04 , -12 , 0.4 ,  , 2.07 , 2WHSPJ164328.9-064618
1575 , 3HSPJ164339.5+331647 ,  , 250.91442 , 33.27972 , 65.6 , 0.42 , 0.08 , -12.7 , 0.08 ,  , 1.52 , 2WHSPJ164339.4+331646
1576 , 3HSPJ164345.7-111925 ,  , 250.94033 , -11.32361 , 18.3 , 0.4 , 0.58 , -12.5 , 0.13 ,  ,  , 2WHSPJ164345.5-111924
1577 , 3HSPJ164420.0+454644 , 5BZGJ1644+4546 , 251.08333 , 45.77889 , 183.6 , 0.225 , 0.53 , -12 , 0.4 ,  , 1.9 , 2WHSPJ164419.9+454644
1578 , 3HSPJ164438.6-015202 ,  , 251.16088 , -1.86722 , 35.8 ,  , 0.24 , -12.2 , 0.25 ,  ,  , 2WHSPJ164438.5-015201
1579 , 3HSPJ164549.1+792129 ,  , 251.45667 , 79.35806 , 50.6 , 0.16 , 0.24 , -12.1 , 0.32 ,  ,  , 2WHSPJ164549.6+792129
1580 , 3HSPJ164651.8-132848 ,  , 251.71575 , -13.48 , 99.4 , 0.3 ,  , -12.2 , 0.25 ,  , 1.85 , 
1581 , 3HSPJ164702.1+385001 ,  , 251.76087 , 38.83361 , 3.2 , 0.135 , 0.07 , -12.8? , 0.06 ,  ,  , 2WHSPJ164702.5+385000
1582 , 3HSPJ164721.0+132306 ,  , 251.83746 , 13.385 , 1.7 , 0.5 , 0.09 , -12.7 , 0.08 ,  ,  , 2WHSPJ164720.8+132305
1583 , 3HSPJ164845.2+800512 ,  , 252.18829 , 80.08667 , 4 , 0.18 , 0.17 , -12.3 , 0.2 ,  ,  , 2WHSPJ164845.1+800512
1584 , 3HSPJ165140.0+721824 , 5BZBJ1651+7218 , 252.91646 , 72.30667 , 21.4 , 0.24 , 0.42 , -12.1 , 0.32 , 2FHL J1651.8+7218 , 1.8 , 2WHSPJ165139.8+721824
1585 , 3HSPJ165221.2+493253 , 5BZUJ1652+4932 , 253.08817 , 49.54806 , 40.4 , 0.3 , 0.21 , -12.3 , 0.2 ,  ,  , 2WHSPJ165221.1+493253
1586 , 3HSPJ165249.9+402310 , 5BZBJ1652+4023 , 253.208 , 40.38611 , 19.1 , 0.31 , 0.09 , -12.1 , 0.32 ,  , 1.88 , 2WHSPJ165249.9+402309
1587 , 3HSPJ165352.2+394536 , 5BZBJ1653+3945 , 253.46758 , 39.76 , 1558.6 , 0.03 , 10.03 , -10.2 , 25.12 , 2FHL J1653.9+3945 , 1.72 , 2WHSPJ165352.2+394535
1588 , 3HSPJ165419.7+470803 ,  , 253.582 , 47.13417 , 6.4 ,  , 0.05 , -12.5 , 0.13 ,  ,  , 2WHSPJ165419.6+470803
1589 , 3HSPJ165431.1+651952 ,  , 253.62954 , 65.33111 , 3.4 ,  , 0.01 , -13 , 0.04 ,  ,  , 2WHSPJ165431.0+651951
1590 , 3HSPJ165504.2+660100 ,  , 253.76742 , 66.01667 , 6.8 , 0.5 , 0.03 , -12.8 , 0.06 ,  ,  , 2WHSPJ165504.0+660100
1591 , 3HSPJ165517.9-224045 ,  , 253.82479 , -22.67917 , 26.4 , 0.4 , 0.74 , -11.8? , 0.63 ,  , 1.89 , 2WHSPJ165517.8-224045
1592 , 3HSPJ165655.1-201056 ,  , 254.22975 , -20.18222 , 37.3 , 0.23 , 0.89 , -11.4 , 1.58 ,  , 1.96 , 2WHSPJ165655.0-201055
1593 , 3HSPJ165746.8+675527 ,  , 254.44483 , 67.92417 , 32.7 ,  , 0.02 , -12.2 , 0.25 ,  ,  , 2WHSPJ165746.6+675527
1594 , 3HSPJ165938.0+682618 ,  , 254.90821 , 68.43833 , 3.1 , 0.05 , 0.07 , -12.2 , 0.25 ,  , 2.4 , 
1595 , 3HSPJ170052.7+332431 ,  , 255.21942 , 33.40861 , 1.4 , 0.383 , 0.08 , -12.5 , 0.13 ,  ,  , 2WHSPJ170052.6+332430
1596 , 3HSPJ170054.4+462853 ,  , 255.22654 , 46.48139 , 2.7 , 0.365 , 0.06 , -12.8? , 0.06 ,  ,  , 2WHSPJ170054.2+462853
1597 , 3HSPJ170132.3+381103 ,  , 255.3845 , 38.18417 , 3.9 , 0.6 , 0.05 , -13? , 0.04 ,  ,  , 2WHSPJ170132.2+381103
1598 , 3HSPJ170238.5+311543 , 5BZBJ1702+3115 , 255.66058 , 31.26194 , 6.8 , 0.32 , 0.17 , -12.3 , 0.2 ,  , 1.4 , 2WHSPJ170238.5+311542
1599 , 3HSPJ170409.6+123421 ,  , 256.03992 , 12.5725 , 30.1 , 0.4 ,  , -11.9 , 0.5 ,  , 2.58 , 
1600 , 3HSPJ170433.8-052840 ,  , 256.14096 , -5.47778 , 10.2 , 0.3 ,  , -11.9 , 0.5 , 2FHL J1704.7-0528 , 2.18 , 2WHSPJ170433.7-052840
1601 , 3HSPJ170534.8+604215 , 5BZBJ1705+6042 , 256.39508 , 60.70417 , 3.3 , 0.28 , 0.23 , -12.5 , 0.13 ,  ,  , 2WHSPJ170534.7+604215
1602 , 3HSPJ170622.7+063847 ,  , 256.59479 , 6.64639 , 44.4 , 0.45 , 0.34 , -12.4 , 0.16 ,  ,  , 2WHSPJ170622.6+063847
1603 , 3HSPJ170807.8+473223 ,  , 257.03237 , 47.53972 , 16 , 0.57 , 0.06 , -12.7 , 0.08 ,  ,  , 2WHSPJ170807.6+473222
1604 , 3HSPJ170941.6+623918 ,  , 257.42346 , 62.655 , 1.2 , 0.63 , 0.03 , -12.9 , 0.05 ,  ,  , 2WHSPJ170941.5+623918
1605 , 3HSPJ171002.0+552033 ,  , 257.50879 , 55.3425 , 0.8 , 0.53 ,  , -12.3 , 0.2 ,  ,  , 2WHSPJ171002.1+552033
1606 , 3HSPJ171008.1+610223 ,  , 257.53712 , 61.03972 , 1.2 ,  ,  , -12.5 , 0.13 ,  ,  , 2WHSPJ171008.8+610222
1607 , 3HSPJ171105.9+120813 ,  , 257.77454 , 12.13694 , 38.3 , 0.43 , 0.13 , -12.4 , 0.16 ,  ,  , 2WHSPJ171105.8+120812
1608 , 3HSPJ171108.7+024404 ,  , 257.78621 , 2.73444 , 17.7 , 0.46 , 1.35 , -12 , 0.4 ,  , 1.87 , 2WHSPJ171108.5+024403
1609 , 3HSPJ171116.6+572518 ,  , 257.81937 , 57.42167 , 5.9 , 0.43 , 0.12 , -12.4 , 0.16 ,  ,  , 2WHSPJ171116.6+572518
1610 , 3HSPJ171248.8+293116 , 5BZBJ1712+2931 , 258.20321 , 29.52111 , 17 , 0.42 , 0.15 , -11.8 , 0.63 ,  , 1.58 , 
1611 , 3HSPJ171405.4-202752 ,  , 258.52267 , -20.46444 , 8.5 , 0.09 , 2.06 , -11.3 , 2 , 2FHL J1713.9-2027 , 1.34 , 2WHSPJ171405.3-202751
1612 , 3HSPJ171419.8+371612 ,  , 258.58246 , 37.27 , 16.2 , 0.48 ,  , -12.5? , 0.13 ,  ,  , 2WHSPJ171419.6+371612
1613 , 3HSPJ171427.4+560155 , 5BZBJ1714+5601 , 258.61408 , 56.03194 , 6.5 , 0.401 , 0.09 , -12.7 , 0.08 ,  ,  , 2WHSPJ171427.3+560154
1614 , 3HSPJ171531.5+205935 ,  , 258.88121 , 20.99306 , 26.6 , 0.177 , 0.24 , -12.2 , 0.25 ,  ,  , 2WHSPJ171531.3+205935
1615 , 3HSPJ171553.3+884415 ,  , 258.97208 , 88.7375 , 12 , 0.48 , 0.15 , -12.3 , 0.2 ,  , 1.57 , 2WHSPJ171553.2+884414
1616 , 3HSPJ171610.2+433756 ,  , 259.04246 , 43.63222 , 1.8 , 0.48 , 0.04 , -12.7 , 0.08 ,  ,  , 2WHSPJ171610.0+433755
1617 , 3HSPJ171622.9+480246 ,  , 259.09558 , 48.04611 , 4.4 , 0.43 , 0.04 , -12.6 , 0.1 ,  ,  , 2WHSPJ171622.9+480245
1618 , 3HSPJ171841.4+360522 ,  , 259.67258 , 36.08944 , 13.6 , 0.35 , 0.07 , -12.7 , 0.08 ,  ,  , 2WHSPJ171841.4+360521
1619 , 3HSPJ171902.3+552434 ,  , 259.75971 , 55.40944 , 1.8 , 0.627 , 0.09 , -12.5 , 0.13 ,  ,  , 2WHSPJ171902.2+552433
1620 , 3HSPJ171921.5+120721 ,  , 259.83958 , 12.1225 , 57.6 , 0.34 , 0.19 , -12.4 , 0.16 ,  , 2.08 , 2WHSPJ171921.4+120721
1621 , 3HSPJ172035.0+100511 ,  , 260.14567 , 10.08639 , 17.6 , 0.5 , 0.3 , -12.6 , 0.1 ,  ,  , 2WHSPJ172034.9+100511
1622 , 3HSPJ172504.3+115215 , 5BZBJ1725+1152 , 261.26808 , 11.87083 , 120.9 , 0.18 , 1.88 , -10.9 , 5.01 , 2FHL J1725.1+1154 , 1.89 , 2WHSPJ172504.3+115214
1623 , 3HSPJ172658.2+263437 ,  , 261.74267 , 26.57694 , 34.6 , 0.26 , 0.32 , -12.3 , 0.2 ,  ,  , 2WHSPJ172658.2+263436
1624 , 3HSPJ172818.6+501310 , 5BZBJ1728+5013 , 262.07762 , 50.21944 , 201.2 , 0.055 , 2.46 , -10.8 , 6.31 , 2FHL J1728.2+5013 , 1.96 , 2WHSPJ172818.5+501309
1625 , 3HSPJ172838.3+704102 ,  , 262.15979 , 70.68389 , 5.8 , 0.551 , 0.06 , -12.3 , 0.2 ,  ,  , 2WHSPJ172838.2+704102
1626 , 3HSPJ172918.8+525559 , 5BZBJ1729+5255 , 262.32821 , 52.93306 , 16.2 , 0.349 , 0.34 , -11.9 , 0.5 ,  ,  , 2WHSPJ172918.7+525559
1627 , 3HSPJ173044.8+380454 ,  , 262.68663 , 38.08167 , 7.3 , 0.22 , 0.08 , -12.6 , 0.1 ,  ,  , 2WHSPJ173044.6+380454
1628 , 3HSPJ173329.0+451950 , 5BZGJ1733+4519 , 263.37067 , 45.33056 , 34.9 , 0.317 , 0.13 , -12.6 , 0.1 ,  ,  , 2WHSPJ173328.9+451950
1629 , 3HSPJ173605.3+203301 , 5BZBJ1736+2033 , 264.02188 , 20.55028 , 24.8 ,  , 0.08 , -11.6 , 1 , 2FHL J1736.1+2033 , 1.72 , 2WHSPJ173605.2+203301
1630 , 3HSPJ173842.5+382102 ,  , 264.67696 , 38.35056 , 13.4 , 0.31 , 0.4 , -12.1? , 0.32 ,  ,  , 2WHSPJ173842.4+382102
1631 , 3HSPJ174017.4+432450 ,  , 265.07242 , 43.41389 , 6.7 , 0.48 , 0.09 , -12.7 , 0.08 ,  ,  , 2WHSPJ174017.2+432450
1632 , 3HSPJ174109.0-733814 ,  , 265.28738 , -73.63722 , 9.9 , 0.29 ,  , -11.9 , 0.5 ,  ,  , 2WHSPJ174108.8-733813
1633 , 3HSPJ174357.5+375310 ,  , 265.98975 , 37.88611 , 4.1 , 0.5 , 0.09 , -12.5 , 0.13 ,  ,  , 2WHSPJ174357.4+375309
1634 , 3HSPJ174357.8+193509 , 5BZGJ1743+1935 , 265.991 , 19.58583 , 309.1 , 0.08 , 3.78 , -11.3 , 2 , 2FHL J1743.9+1933 , 1.78 , 2WHSPJ174357.7+193508
1635 , 3HSPJ174419.8+185218 ,  , 266.0825 , 18.87167 , 12.8 , 0.39 , 0.17 , -12 , 0.4 ,  , 1.61 , 2WHSPJ174419.7+185218
1636 , 3HSPJ174442.8+134802 ,  , 266.1785 , 13.80056 , 143.5 , 0.23 ,  , -12.1 , 0.32 ,  ,  , 
1637 , 3HSPJ174459.5-172639 ,  , 266.24804 , -17.44417 , 33.6 ,  , 1.5 , -11.2 , 2.51 , 2FHL J1744.9-1722 , 2.08 , 
1638 , 3HSPJ174537.8+395130 , 5BZGJ1745+3951 , 266.40733 , 39.85833 , 635.8 , 0.267 , 0.29 , -12.2 , 0.25 ,  , 1.69 , 
1639 , 3HSPJ174632.4+502810 , 5BZBJ1746+5028 , 266.63483 , 50.46944 , 3.9 , 0.43 ,  , -12.7? , 0.08 ,  ,  , 
1640 , 3HSPJ174702.5+493801 , 5BZBJ1747+4937 , 266.76046 , 49.63361 , 7.9 , 0.46 , 0.39 , -12 , 0.4 ,  , 2.12 , 2WHSPJ174702.5+493800
1641 , 3HSPJ174837.6-085440 ,  , 267.15679 , -8.91111 , 50.5 , 0.33 , 0.61 , -12.7? , 0.08 , 2FHL J1748.5-0853 , 2.02 , 
1642 , 3HSPJ174929.9+463135 ,  , 267.37471 , 46.52639 , 3.5 , 0.53 , 0.1 , -12.5 , 0.13 ,  ,  , 2WHSPJ174929.8+463135
1643 , 3HSPJ175052.7+550750 ,  , 267.71971 , 55.13056 , 11.4 , 0.29 , 0.03 , -12.7 , 0.08 ,  ,  , 2WHSPJ175052.6+550750
1644 , 3HSPJ175156.8+655117 ,  , 267.98687 , 65.85472 , 40.6 , 0.42 , 0.04 , -12.7 , 0.08 ,  ,  , 2WHSPJ175156.8+655116
1645 , 3HSPJ175328.1+321848 ,  , 268.367 , 32.31333 , 2.9 , 0.5 , 0.17 , -12.5 , 0.13 ,  , 2.02 , 2WHSPJ175328.0+321847
1646 , 3HSPJ175600.7+332924 ,  , 269.00287 , 33.49 , 21.2 ,  , 0.04 , -12.8 , 0.06 ,  ,  , 2WHSPJ175600.5+332924
1647 , 3HSPJ175615.1+552218 , 5BZBJ1756+5522 , 269.06625 , 55.37167 , 16.9 , 0.657 , 2.04 , -11.4 , 1.58 , 2FHL J1756.4+5522 , 1.98 , 2WHSPJ175615.9+552218
1648 , 3HSPJ175713.1+703337 , 5BZBJ1757+7033 , 269.30446 , 70.56028 , 10.9 , 0.407 , 1 , -11.8 , 0.63 ,  , 1.71 , 2WHSPJ175713.1+703337
1649 , 3HSPJ175751.0-453506 ,  , 269.46379 , -45.585 , 51.2 ,  , 0.18 , -11.9 , 0.5 ,  ,  , 2WHSPJ175751.2-453506
1650 , 3HSPJ175949.2+703719 , 5BZBJ1759+7037 , 269.955 , 70.62194 , 11.5 ,  , 0.31 , -12.3 , 0.2 ,  , 2.12 , 2WHSPJ175949.1+703718
1651 , 3HSPJ175955.3+150109 ,  , 269.98025 , 15.01917 , 2.9 ,  , 0.34 , -11.9 , 0.5 ,  ,  , 2WHSPJ175955.2+150109
1652 , 3HSPJ180002.0+281045 ,  , 270.0085 , 28.17917 , 9 , 0.44 , 0.44 , -12 , 0.4 ,  , 1.88 , 2WHSPJ180001.9+281045
1653 , 3HSPJ180144.0+295055 ,  , 270.43317 , 29.84861 , 17.9 , 0.45 , 0.41 , -12.1 , 0.32 ,  ,  , 2WHSPJ180143.9+295054
1654 , 3HSPJ180158.9+610938 ,  , 270.49554 , 61.16056 , 29.5 ,  , 0.08 , -12.2 , 0.25 ,  ,  , 2WHSPJ180158.9+610938
1655 , 3HSPJ180311.4+723504 ,  , 270.79767 , 72.58444 , 21.7 ,  , 0.02 , -12.7 , 0.08 ,  ,  , 2WHSPJ180311.3+723503
1656 , 3HSPJ180354.3+654825 , 5BZBJ1803+6548 , 270.97633 , 65.80694 , 40.3 , 0.085 , 0.05 , -12.7 , 0.08 ,  ,  , 2WHSPJ180354.3+654824
1657 , 3HSPJ180408.9+004222 , 5BZGJ1804+0042 , 271.03704 , 0.70611 , 171.5 , 0.087 , 1.96 , -11.2 , 2.51 ,  ,  , 2WHSPJ180408.8+004221
1658 , 3HSPJ180409.0+562122 ,  , 271.03879 , 56.35611 , 4.5 , 0.55 , 0.15 , -12.4 , 0.16 ,  ,  , 2WHSPJ180409.3+562121
1659 , 3HSPJ180431.9+614113 ,  , 271.13308 , 61.68694 , 3.8 , 0.27 , 0.03 , -12.9 , 0.05 ,  ,  , 2WHSPJ180432.2+614120
1660 , 3HSPJ180451.4+322026 ,  , 271.21412 , 32.34056 , 10.6 , 0.31 , 0.23 , -12.3 , 0.2 ,  ,  , 2WHSPJ180451.3+322026
1661 , 3HSPJ180732.2+642926 ,  , 271.88408 , 64.49056 , 61.1 , 0.239 , 0.02 , -12.4 , 0.16 ,  , 2.09 , 
1662 , 3HSPJ180832.7+510407 ,  , 272.13633 , 51.06861 , 4.7 , 0.29 , 0.09 , -12.3 , 0.2 ,  ,  , 2WHSPJ180832.7+510406
1663 , 3HSPJ180845.7+241905 ,  , 272.19037 , 24.31806 , 4.6 , 0.45 , 0.12 , -12.3 , 0.2 ,  , 2.15 , 2WHSPJ180845.6+241905
1664 , 3HSPJ180849.7+352042 ,  , 272.20704 , 35.345 , 30.6 , 0.22 ,  , -12.4? , 0.16 ,  , 2.44 , 
1665 , 3HSPJ180925.4+204131 , 5BZBJ1809+2041 , 272.35592 , 20.69194 , 52.5 , 0.28 , 1 , -11.5 , 1.26 ,  , 1.88 , 2WHSPJ180925.3+204130
1666 , 3HSPJ181118.0+034113 , 5BZBJ1811+0341 , 272.82508 , 3.68694 , 21 ,  , 0.23 , -11.3 , 2 , 2FHL J1811.3+0342 , 1.71 , 2WHSPJ181117.9+034112
1667 , 3HSPJ181335.0+314417 , 5BZBJ1813+3144 , 273.39667 , 31.73806 , 192 , 0.117 , 0.09 , -11.4 , 1.58 ,  , 2.12 , 
1668 , 3HSPJ181403.4+382810 ,  , 273.51429 , 38.46944 , 7 , 0.35 , 0.38 , -12.1 , 0.32 ,  , 2.15 , 2WHSPJ181403.4+382809
1669 , 3HSPJ182021.0+362343 ,  , 275.08742 , 36.39528 , 13.9 , 0.33 , 0.35 , -12.1 , 0.32 ,  , 1.78 , 2WHSPJ182020.8+362343
1670 , 3HSPJ182338.6-345412 , 5BZUJ1823-3454 , 275.91083 , -34.90333 , 132.5 ,  , 3.12 , -10.9 , 5.01 , 2FHL J1823.6-3454 , 1.75 , 2WHSPJ182338.5-345411
1671 , 3HSPJ182419.0+430949 ,  , 276.07929 , 43.16361 , 33.7 , 0.487 , 0.81 , -11.7 , 0.79 ,  , 1.72 , 2WHSPJ182419.0+430948
1672 , 3HSPJ182532.0+601922 ,  , 276.38325 , 60.32278 , 5.2 , 0.25 , 0.09 , -12.5 , 0.13 ,  ,  , 2WHSPJ182531.9+601922
1673 , 3HSPJ182833.5-592054 ,  , 277.13979 , -59.34833 , 7.3 ,  , 0.44 , -11.8 , 0.63 ,  ,  , 2WHSPJ182833.4-592053
1674 , 3HSPJ182854.7-241735 ,  , 277.22796 , -24.29306 , 116.5 , 0.05 , 0.31 , -11.8 , 0.63 , 2FHL J1829.0-2417 , 1.99 , 
1675 , 3HSPJ182924.3+540259 , 5BZBJ1829+5402 , 277.35121 , 54.04972 , 25.9 ,  , 0.12 , -11.8 , 0.63 ,  , 1.93 , 
1676 , 3HSPJ183141.0+422130 ,  , 277.92087 , 42.35833 , 11.4 , 0.6 , 0.06 , -12.5 , 0.13 ,  ,  , 2WHSPJ183140.9+422129
1677 , 3HSPJ183201.0+382137 ,  , 278.00408 , 38.36028 , 36.8 , 0.22 , 0.19 , -12.2 , 0.25 ,  , 2.05 , 2WHSPJ183200.9+382137
1678 , 3HSPJ183229.4+512128 ,  , 278.12233 , 51.35778 , 9.9 ,  ,  , -12.9 , 0.05 ,  ,  , 2WHSPJ183229.2+512128
1679 , 3HSPJ183806.7-600032 ,  , 279.52808 , -60.00889 , 79.6 , 0.18 ,  , -12 , 0.4 ,  , 1.86 , 2WHSPJ183806.7-600032
1680 , 3HSPJ183820.6-602522 ,  , 279.586 , -60.42278 , 42.4 , 0.121 , 0.42 , -12 , 0.4 ,  , 1.87 , 2WHSPJ183820.5-602522
1681 , 3HSPJ183849.1+480234 , 5BZBJ1838+4802 , 279.70479 , 48.04278 , 30.2 , 0.3 , 0.81 , -11.1 , 3.16 , 2FHL J1838.9+4802 , 1.81 , 2WHSPJ183849.0+480234
1682 , 3HSPJ184120.0+590608 , 5BZBJ1841+5906 , 280.33462 , 59.10222 , 19.6 , 0.53 , 0.1 , -12.5 , 0.13 ,  ,  , 2WHSPJ184120.2+590607
1683 , 3HSPJ184121.7+290940 ,  , 280.34054 , 29.16111 , 64.6 , 0.18 , 8.59 , -11.6 , 1 ,  , 1.57 , 2WHSPJ184121.7+290939
1684 , 3HSPJ184147.0+321839 , 5BZBJ1841+3218 , 280.446 , 32.31083 , 22.1 , 0.24 , 0.54 , -11.9 , 0.5 ,  , 2.06 , 2WHSPJ184146.9+321838
1685 , 3HSPJ184207.4+521702 ,  , 280.531 , 52.28389 , 24.4 , 0.43 , 0.12 , -12.5 , 0.13 ,  ,  , 2WHSPJ184207.3+521702
1686 , 3HSPJ184229.8-584157 ,  , 280.62429 , -58.69917 ,  , 0.33 , 1 , -11.4 , 1.58 , 2FHL J1842.3-5840 , 1.7 , 
1687 , 3HSPJ184425.4+154645 ,  , 281.10567 , 15.77917 , 84.1 , 0.11 , 0.11 , -11.4 , 1.58 ,  , 2.03 , 
1688 , 3HSPJ184430.9+544144 ,  , 281.12858 , 54.69556 , 50.2 , 0.234 , 0.13 , -11.9 , 0.5 ,  ,  , 2WHSPJ184430.7+544144
1689 , 3HSPJ184445.7-324641 ,  , 281.19021 , -32.77806 , 15.6 ,  ,  , -11.9? , 0.5 ,  , 1.89 , 
1690 , 3HSPJ184514.1+555242 ,  , 281.30883 , 55.87833 , 7.3 , 0.61 ,  , -12.5 , 0.13 ,  ,  , 2WHSPJ184514.0+555241
1691 , 3HSPJ184642.7+561627 ,  , 281.67775 , 56.27417 , 16.2 , 0.32 , 0.12 , -12.4 , 0.16 ,  ,  , 2WHSPJ184642.6+561627
1692 , 3HSPJ184822.6+653657 , 5BZBJ1848+6537 , 282.09396 , 65.61583 , 9.7 , 0.364 , 0.48 , -12.2 , 0.25 ,  , 1.58 , 2WHSPJ184822.4+653656
1693 , 3HSPJ184847.1+424539 , 5BZBJ1848+4245 , 282.19633 , 42.76083 , 22.1 , 0.4 , 1.94 , -11.5 , 1.26 ,  , 1.66 , 2WHSPJ184847.1+424538
1694 , 3HSPJ184919.5-164724 ,  , 282.33108 , -16.79 , 36.5 , 0.16 , 0.28 , -11.7? , 0.79 , 2FHL J1849.2-1646 , 1.61 , 
1695 , 3HSPJ184951.7+745318 ,  , 282.46525 , 74.88833 , 23 , 0.4 , 0.04 , -12.6 , 0.1 ,  ,  , 2WHSPJ184951.5+745317
1696 , 3HSPJ185024.0+263153 ,  , 282.60013 , 26.53139 , 19 , 0.22 , 1.9 , -11.9 , 0.5 ,  , 1.77 , 2WHSPJ185023.9+263153
1697 , 3HSPJ185352.1+671355 , 5BZBJ1853+6713 , 283.46692 , 67.23194 , 11.2 , 0.212 , 0.24 , -12 , 0.4 ,  , 2.16 , 2WHSPJ185352.0+671354
1698 , 3HSPJ185550.9+805223 ,  , 283.96204 , 80.87306 , 8.7 ,  , 0.03 , -12.9 , 0.05 ,  ,  , 2WHSPJ185550.8+805223
1699 , 3HSPJ185813.4+432451 ,  , 284.55596 , 43.41417 , 67.4 , 0.17 ,  , -11.9 , 0.5 ,  , 2.28 , 2WHSPJ185813.3+432451
1700 , 3HSPJ190411.8+362658 ,  , 286.04933 , 36.44944 , 98.8 , 0.13 , 3.14 , -11.8 , 0.63 , 2FHL J1904.9+3627 , 2.1 , 2WHSPJ190411.8+362657
1701 , 3HSPJ191052.1+285624 ,  , 287.71721 , 28.94 , 5.6 , 0.3 , 2.74 , -11.8 , 0.63 ,  , 1.46 , 
1702 , 3HSPJ191129.7-190824 ,  , 287.87392 , -19.14 , 440.4 , 0.16 ,  , -11.6? , 1 ,  , 1.77 , 
1703 , 3HSPJ191251.2-124919 ,  , 288.21313 , -12.82194 , 8.9 ,  , 0.14 , -11.9 , 0.5 ,  , 2.06 , 
1704 , 3HSPJ191401.9+443832 ,  , 288.50783 , 44.64222 , 15.6 , 0.28 , 0.12 , -11.8 , 0.63 ,  , 1.85 , 
1705 , 3HSPJ191803.6+033031 ,  , 289.515 , 3.50861 , 37.6 , 0.23 ,  , -12.3 , 0.2 , 2FHL J1917.9+0331 , 1.79 , 
1706 , 3HSPJ191809.6+375313 ,  , 289.54017 , 37.88694 , 9.5 ,  , 2.69 , -11.6 , 1 ,  , 2.19 , 2WHSPJ191809.6+375312
1707 , 3HSPJ192024.9+693537 ,  , 290.10392 , 69.59361 , 9.6 , 0.74 , 0.03 , -13 , 0.04 ,  ,  , 2WHSPJ192024.9+693536
1708 , 3HSPJ192157.6+581701 ,  , 290.49017 , 58.28361 , 10 , 0.4 , 0.13 , -12.4 , 0.16 ,  ,  , 
1709 , 3HSPJ192242.3-745356 ,  , 290.67625 , -74.89889 , 13.7 , 0.36 , 0.16 , -11.8 , 0.63 , 2FHL J1922.4-7450 , 2.22 , 2WHSPJ192242.2-745356
1710 , 3HSPJ192325.4-250209 ,  , 290.85583 , -25.03583 , 4.4 , 0.65 , 0.29 , -12 , 0.4 ,  , 1.73 , 
1711 , 3HSPJ192502.2+281542 ,  , 291.25937 , 28.26167 , 66.4 , 0.16 , 0.91 , -11.6 , 1 ,  , 1.88 , 
1712 , 3HSPJ192519.1+370535 ,  , 291.32946 , 37.09306 , 11.5 , 0.26 , 5.33 , -11.8 , 0.63 ,  ,  , 
1713 , 3HSPJ192527.1-722044 ,  , 291.36308 , -72.34556 ,  ,  , 0.09 , -11.9 , 0.5 ,  ,  , 2WHSPJ192527.1-722044
1714 , 3HSPJ192649.9+615442 , 5BZBJ1926+6154 , 291.70787 , 61.91167 , 22.5 ,  , 1.35 , -11.4 , 1.58 , 2FHL J1926.9+6155 , 1.86 , 2WHSPJ192649.7+615442
