id , Source Name , RA (J2000.0) , Dec (J2000.0) , Extended source name , 0.1-100 GeV Energy Flux Error (erg cm-2 s-1) , Spectrum Type , Power Law Index , Flux 50-100 MeV (ph/cm2/s) , Flux 100-300 MeV (ph/cm2/s) , Flux 300-1000 MeV (ph/cm2/s) , Flux 1-3 GeV (ph/cm2/s) , Flux 3-10 GeV (ph/cm2/s) , Flux 10-30 GeV (ph/cm2/s) , Flux 30-300 GeV (ph/cm2/s) , NuFNu 50-100 MeV (erg /cm2/s) , NuFNu 100-300 MeV (erg /cm2/s) , NuFNu 300-1000 MeV (erg /cm2/s) , NuFNu 1-3 GeV (erg /cm2/s) , NuFNu 3-10 GeV (erg /cm2/s) , NuFNu 10-30 GeV (erg /cm2/s) , NuFNu 30-300 GeV (erg /cm2/s) , Signif. Peak , Flux Peak (ph/cm2/s) , Flux Peak Error (ph/cm2/s) , Previous Fermi Association , Other Gamma Catalog Associations , TeVCat Flag , TeV Assoc. Name , Class , Association , Assoc. Probability , R.A. Counterpart , Dec. Counterpart , Counterpart Error
44 , 4FGL J0011.4+0057 , 2.8551 , 0.9646 ,  , 5.835e-13 , PowerLaw , 2.3197815 , 2.203e-8 , 9.251e-9 , 1.687e-9 , 3.477e-10 , 1.276e-10 , 9.730e-12 , 3.778e-13 , 3.485e-12 , 2.155e-12 , 1.116e-12 , 8.099e-13 , 8.439e-13 , 2.266e-13 , 1.781e-14 , 13.882852 , 0.000000034070503 , 0.000000003580017 , 2FGL J0011.3+0054 ,  , N ,  , fsrq , RX J0011.5+0058 , 0.99867564 , 2.87668005833 , 0.964410311111 , 0.00000016
45 , 4FGL J0011.8-3142 , 2.9547 , -31.7154 ,  , 3.232e-13 , PowerLaw , 1.9738964 , 8.643e-9 , 3.033e-9 , 2.055e-10 , 5.061e-11 , 3.425e-11 , 1.067e-11 , 3.261e-12 , 1.386e-12 , 7.308e-13 , 1.416e-13 , 1.219e-13 , 2.359e-13 , 2.571e-13 , 1.760e-13 , 6.2406554 , 0.000000004263874 , 0.0000000011026231 ,  ,  , N ,  , bcu , SUMSS J001141-314220 , 0 , 2.9239165782928467 , -31.705778121948242 , 0.0045
46 , 4FGL J0012.0+7043 , 3.0032 , 70.7326 ,  , 1.098e-12 , PowerLaw , 2.4747853 , <4.632e-8 , 1.263e-8 , 2.058e-9 , 3.317e-10 , 7.399e-11 , 1.460e-11 , <4.593e-12 , 8.890e-14 , 2.899e-12 , 1.338e-12 , 7.612e-13 , 4.809e-13 , 3.350e-13 , 1.850e-15 ,  ,  ,  , 3FGL J0012.4+7040 ,  , N ,  , bcu , TXS 0008+704 , 0.97765577 , 2.88292842917 , 70.7587849694 , 0.00000011
47 , 4FGL J0013.1-3955 , 3.2802 , -39.9272 ,  , 4.848e-13 , PowerLaw , 2.0500717 , <1.184e-8 , 2.064e-9 , 1.054e-9 , 3.421e-10 , 8.985e-11 , 4.190e-11 , 5.722e-13 , 4.588e-14 , 4.935e-13 , 7.195e-13 , 8.181e-13 , 6.133e-13 , 1.002e-12 , 2.994e-14 ,  ,  ,  , 3FGL J0013.2-3954 ,  , N ,  , bll , PKS 0010-401 , 0.99866146 , 3.24962430417 , -39.9072375472 , 0.000000095
48 , 4FGL J0013.6+4051 , 3.4014 , 40.8563 ,  , 4.206e-13 , PowerLaw , 2.21155 , 3.816e-9 , 1.757e-9 , 5.944e-10 , 1.554e-10 , 3.309e-11 , 2.987e-12 , 7.116e-12 , 6.063e-13 , 4.135e-13 , 3.981e-13 , 3.658e-13 , 2.216e-13 , 7.030e-14 , 3.495e-13 ,  ,  ,  ,  ,  , N ,  , agn , 4C +40.01 , 0.9970998 , 3.37970918333 , 40.8603178333 , 0.000000068
49 , 4FGL J0013.6-0424 , 3.4208 , -4.4017 ,  , 6.459e-13 , PowerLaw , 2.3586702 , 4.917e-8 , <4.248e-9 , 8.055e-10 , 1.177e-10 , 2.851e-11 , 1.172e-11 , <7.378e-12 , 7.767e-12 , 3.497e-15 , 5.305e-13 , 2.730e-13 , 1.877e-13 , 2.719e-13 , 6.304e-16 ,  ,  ,  ,  ,  , N ,  , fsrq , PKS 0011-046 , 0.9918854 , 3.4755456625 , -4.39785967222 , 0.00000012
50 , 4FGL J0013.9-1854 , 3.4804 , -18.9118 ,  , 4.548e-13 , PowerLaw , 1.9660697 , 1.042e-8 , 1.321e-9 , 4.899e-10 , 1.856e-10 , 8.143e-11 , 2.025e-11 , 7.531e-12 , 1.671e-12 , 3.186e-13 , 3.377e-13 , 4.474e-13 , 5.613e-13 , 4.882e-13 , 4.077e-13 ,  ,  ,  , 3FGL J0013.9-1853 ,  , P , SHBL J001355.9-185406 , bll , RBS 0030 , 0.99950737 , 3.48351326667 , -18.9018600611 , 0.0000008
51 , 4FGL J0014.1+1910 , 3.5368 , 19.1713 ,  , 4.346e-13 , PowerLaw , 2.2641912 , <1.827e-8 , 1.031e-9 , 8.967e-10 , 1.739e-10 , 4.475e-11 , <6.221e-12 , <5.025e-12 , 4.803e-15 , 2.414e-13 , 5.969e-13 , 4.072e-13 , 2.979e-13 , 6.666e-18 , 1.321e-20 ,  ,  ,  , 2FGL J0013.8+1907 ,  , N ,  , bll , MG3 J001356+1910 , 0.9916659 , 3.48490050417 , 19.1783099694 , 0.00000013
52 , 4FGL J0014.1-5022 , 3.5479 , -50.3703 ,  , 4.200e-13 , PowerLaw , 1.9924736 , <1.231e-8 , 2.186e-9 , 4.235e-10 , 2.020e-10 , 5.733e-11 , 2.369e-11 , <5.751e-12 , 1.298e-14 , 5.257e-13 , 2.910e-13 , 4.859e-13 , 3.940e-13 , 5.698e-13 , 1.217e-16 ,  ,  ,  , 3FGL J0014.0-5025 ,  , N ,  , bll , RBS 0032 , 0.999756 , 3.54776027917 , -50.3763770917 , 0.000028
53 , 4FGL J0014.2+0854 , 3.5695 , 8.9114 ,  , 6.282e-13 , PowerLaw , 2.4980073 , 9.022e-10 , 1.449e-9 , 7.544e-10 , 1.767e-10 , 3.077e-11 , <7.210e-12 , 3.916e-12 , 1.417e-13 , 3.319e-13 , 4.890e-13 , 4.046e-13 , 1.995e-13 , 4.817e-20 , 1.732e-13 ,  ,  ,  ,  ,  , N ,  , bll , MS 0011.7+0837 , 0.9983077 , 3.58224983333 , 8.90056895556 , 0.00000039
54 , 4FGL J0014.3-0500 , 3.5864 , -5.012 ,  , 7.943e-13 , PowerLaw , 2.3452647 , <3.899e-8 , 8.835e-9 , 1.944e-9 , 2.078e-10 , 9.895e-11 , 2.042e-11 , <5.167e-12 , 2.601e-14 , 2.053e-12 , 1.282e-12 , 4.828e-13 , 6.526e-13 , 4.744e-13 , 2.645e-17 , 7.0419273 , 0.000000018108675 , 0.0000000036640067 , 3FGL J0014.3-0455 ,  , N ,  , bcu , GALEXASC J001420.46-045929.1 , 0.9956731 , 3.5851388375 , -4.99133922222 , 0.00000021
55 , 4FGL J0014.7+5801 , 3.6867 , 58.0272 ,  , 5.715e-13 , PowerLaw , 1.7403266 , <2.265e-8 , <3.036e-9 , 3.129e-10 , 6.047e-11 , 8.099e-11 , 3.575e-11 , 1.363e-11 , 6.716e-14 , 1.900e-16 , 2.216e-13 , 1.491e-13 , 5.735e-13 , 8.816e-13 , 8.111e-13 ,  ,  ,  , 3FGL J0014.7+5802 ,  , N ,  , bll , 1RXS J001442.2+580201 , 0.9999288 , 3.675539970397949 , 58.033668518066406 , 0.0045
56 , 4FGL J0014.8+6118 , 3.7212 , 61.3037 ,  , 8.217e-13 , LogParabola , 2.0077274 , 3.648e-8 , 2.007e-9 , 7.351e-10 , 3.835e-10 , 2.033e-10 , 7.516e-11 , 8.796e-12 , 6.324e-12 , 5.855e-13 , 5.961e-13 , 9.948e-13 , 1.418e-12 , 1.720e-12 , 3.003e-13 ,  ,  ,  , 3FGL J0014.6+6119 ,  , N ,  , bcu , 4C +60.01 , 0.9992715 , 3.70330043333 , 61.2954285139 , 0.00000011
57 , 4FGL J0014.9+3212 , 3.7268 , 32.2162 ,  , 5.445e-13 , LogParabola , 2.676878 , 2.587e-9 , 5.962e-9 , 2.112e-9 , 1.838e-10 , 1.411e-11 , <7.883e-12 , <3.978e-12 , 4.256e-13 , 1.447e-12 , 1.351e-12 , 3.902e-13 , 7.857e-14 , 1.802e-17 , 9.595e-17 ,  ,  ,  ,  ,  , N ,  , bcu , 3C 6 , 0.96470517 , 3.77561423333 , 32.2703638194 , 0.00000014
58 , 4FGL J0015.2+3537 , 3.8247 , 35.6172 ,  , 3.777e-13 , PowerLaw , 2.0663972 , 2.415e-9 , 2.386e-9 , 3.826e-10 , 6.665e-11 , 2.469e-11 , 1.250e-11 , 2.749e-12 , 3.859e-13 , 5.697e-13 , 2.606e-13 , 1.591e-13 , 1.682e-13 , 2.985e-13 , 1.429e-13 ,  ,  ,  ,  ,  , N ,  , bll , RX J0015.4+3536 , 0.99849707 , 3.8661999702453613 , 35.610801696777344 , 0.009
59 , 4FGL J0015.6+5551 , 3.9071 , 55.8636 ,  , 5.942e-13 , PowerLaw , 1.9079775 , <1.817e-8 , 3.164e-9 , 9.459e-10 , 2.075e-10 , 7.597e-11 , 2.775e-11 , 1.918e-11 , 6.609e-14 , 7.672e-13 , 6.565e-13 , 5.032e-13 , 5.273e-13 , 6.728e-13 , 1.064e-12 ,  ,  ,  , 3FGL J0015.7+5552 ,  , N ,  , bll , GB6 J0015+5551 , 0.99993026 , 3.91729009167 , 55.8624089417 , 0.00000065
60 , 4FGL J0015.9+2440 , 3.9917 , 24.6805 ,  , 4.401e-13 , PowerLaw , 2.1628017 , 1.516e-8 , 5.818e-9 , 6.991e-10 , 8.937e-11 , 6.761e-11 , 6.571e-12 , 5.886e-12 , 2.413e-12 , 1.376e-12 , 4.709e-13 , 2.113e-13 , 4.554e-13 , 1.554e-13 , 2.945e-13 ,  ,  ,  ,  ,  , N ,  , bcu , GB6 J0016+2440 , 0.9978396 , 4.01507039167 , 24.6707497861 , 0.00000077
61 , 4FGL J0016.2-0016 , 4.061 , -0.2806 ,  , 6.765e-13 , LogParabola , 2.726546 , 2.481e-8 , 2.028e-8 , 4.036e-9 , 5.202e-10 , <1.504e-11 , 3.664e-12 , <4.987e-12 , 3.979e-12 , 4.728e-12 , 2.548e-12 , 1.121e-12 , 9.008e-20 , 7.383e-14 , 4.338e-17 , 14.189531 , 0.000000050211025 , 0.0000000045889124 , 3FGL J0016.3-0013 ,  , N ,  , fsrq , S3 0013-00 , 0.997477 , 4.04620230417 , -0.253457036111 , 0.000000075
62 , 4FGL J0016.5+1702 , 4.1396 , 17.0389 ,  , 5.426e-13 , PowerLaw , 2.6308897 , 2.282e-8 , 4.825e-9 , 1.233e-9 , 2.140e-10 , 1.098e-11 , <5.815e-12 , 3.220e-12 , 3.567e-12 , 1.091e-12 , 7.874e-13 , 4.840e-13 , 7.014e-14 , 1.459e-19 , 1.363e-13 ,  ,  ,  , 3FGL J0016.5+1713 ,  , N ,  , fsrq , GB6 J0015+1700 , 0.80752254 , 3.9165799617767334 , 17.011390686035156 , 0.0045
63 , 4FGL J0017.0-0649 , 4.2635 , -6.8317 ,  , 5.294e-13 , PowerLaw , 2.3924778 , <1.961e-8 , 4.495e-9 , 1.606e-9 , 2.476e-10 , 6.979e-11 , 8.961e-12 , 3.470e-12 , 1.823e-15 , 1.040e-12 , 1.054e-12 , 5.727e-13 , 4.579e-13 , 2.073e-13 , 1.593e-13 , 7.033164 , 0.000000015816614 , 0.0000000030391754 , 3FGL J0017.2-0643 ,  , N ,  , bcu , PMN J0017-0650 , 0.9970226 , 4.28907083333 , -6.84262073611 , 0.00000069
64 , 4FGL J0017.1-4605 , 4.2973 , -46.0848 ,  , 4.150e-13 , PowerLaw , 2.8010092 , <1.182e-8 , 5.122e-9 , 6.928e-10 , 9.061e-11 , 1.746e-11 , <6.174e-12 , <4.434e-12 , 4.334e-15 , 1.140e-12 , 4.344e-13 , 2.017e-13 , 1.095e-13 , 1.096e-14 , 4.456e-17 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
65 , 4FGL J0017.5-0514 , 4.3949 , -5.2347 ,  , 8.883e-13 , LogParabola , 2.5345943 , 1.710e-8 , 2.104e-8 , 5.140e-9 , 7.179e-10 , 8.754e-11 , 2.331e-11 , <5.792e-12 , 2.738e-12 , 4.950e-12 , 3.343e-12 , 1.610e-12 , 5.388e-13 , 4.997e-13 , 6.675e-17 , 16.763458 , 0.0000000666514 , 0.0000000050738245 , 3FGL J0017.6-0512 ,  , N ,  , FSRQ , PMN J0017-0512 , 1 , 4.39923841667 , -5.21160222222 , 0.00000011
66 , 4FGL J0017.8+1455 , 4.4711 , 14.9228 ,  , 4.571e-13 , PowerLaw , 2.1791823 , <1.442e-8 , 2.077e-9 , 6.609e-10 , 1.843e-10 , 6.554e-11 , 1.067e-11 , 2.237e-12 , 1.189e-15 , 4.904e-13 , 4.443e-13 , 4.351e-13 , 4.406e-13 , 2.520e-13 , 1.112e-13 ,  ,  ,  ,  ,  , N ,  , bll , GB6 J0017+1450 , 0.9556661 , 4.40376599583 , 14.8505221083 , 0.00000022
67 , 4FGL J0018.4+2946 , 4.6151 , 29.7792 ,  , 5.405e-13 , PowerLaw , 1.7145041 , <1.061e-8 , 1.500e-9 , 1.354e-10 , 1.489e-10 , 8.867e-11 , 2.108e-11 , 2.141e-11 , 8.267e-16 , 3.709e-13 , 9.616e-14 , 3.681e-13 , 6.298e-13 , 5.210e-13 , 1.288e-12 ,  ,  ,  , 3FGL J0018.4+2947 ,  , N ,  , bll , RBS 0042 , 0.9997198 , 4.615790275 , 29.7919899722 , 0.0000003
68 , 4FGL J0019.2-5640 , 4.8106 , -56.6826 ,  , 3.549e-13 , PowerLaw , 2.2656467 , <1.572e-8 , 1.694e-9 , 7.641e-10 , 1.430e-10 , 4.861e-11 , 1.028e-11 , <4.992e-12 , 2.462e-14 , 3.967e-13 , 5.086e-13 , 3.347e-13 , 3.236e-13 , 2.407e-13 , 2.705e-17 , 4.745203 , 0.0000000075326625 , 0.000000001981896 , 3FGL J0019.1-5645 ,  , N ,  , bcu , PMN J0019-5641 , 0.9977795 , 4.86088295833 , -56.6951271778 , 0.00000098
69 , 4FGL J0019.3-8152 , 4.8327 , -81.8798 ,  , 5.547e-13 , PowerLaw , 2.1021957 , 2.488e-8 , 4.415e-9 , 1.353e-9 , 3.508e-10 , 1.235e-10 , 4.697e-11 , 3.650e-12 , 3.969e-12 , 1.050e-12 , 9.181e-13 , 8.345e-13 , 8.377e-13 , 1.117e-12 , 1.870e-13 ,  ,  ,  , 3FGL J0018.9-8152 ,  , N ,  , bll , PMN J0019-8152 , 0.9998258 , 4.83601874167 , -81.8809475222 , 0.0000014
70 , 4FGL J0019.6+7327 , 4.9031 , 73.456 ,  , 1.445e-12 , PowerLaw , 2.5941908 , <6.005e-8 , 2.879e-8 , 7.899e-9 , 1.064e-9 , 2.126e-10 , 4.798e-12 , <3.856e-12 , 8.925e-14 , 6.533e-12 , 5.066e-12 , 2.414e-12 , 1.363e-12 , 1.089e-13 , 6.683e-17 , 20.040466 , 0.00000012801725 , 0.000000007556851 ,  ,  , N ,  , fsrq , S5 0016+73 , 0.99985063 , 4.94077657083 , 73.4583382333 , 0.000000068
71 , 4FGL J0019.6+2022 , 4.907 , 20.3755 ,  , 4.518e-13 , PowerLaw , 2.152031 , <1.177e-8 , <1.952e-9 , 9.757e-10 , 2.448e-10 , 5.923e-11 , 6.160e-12 , 2.194e-12 , 1.444e-15 , 6.613e-16 , 6.580e-13 , 5.794e-13 , 3.995e-13 , 1.458e-13 , 1.103e-13 ,  ,  ,  , 3FGL J0019.4+2021 ,  , N ,  , bll , PKS 0017+200 , 0.9986458 , 4.90772707083 , 20.3626790694 , 0.000000068
72 , 4FGL J0021.0+0322 , 5.2565 , 3.3783 ,  , 4.313e-13 , PowerLaw , 1.8668073 , <1.363e-8 , 1.123e-9 , 4.121e-10 , 8.858e-11 , 5.062e-11 , 1.872e-11 , 4.481e-12 , 5.586e-16 , 2.734e-13 , 2.874e-13 , 2.157e-13 , 3.531e-13 , 4.559e-13 , 2.528e-13 ,  ,  ,  , 3FGL J0020.9+0323 ,  , N ,  , bcu , 2MASS J00205023+0323578 , 0.89689606 , 5.209364891052246 , 3.3994665145874023 , 0.0045
73 , 4FGL J0021.5-2552 , 5.3912 , -25.8681 ,  , 5.471e-13 , PowerLaw , 2.09977 , 9.040e-9 , 3.547e-9 , 1.666e-9 , 4.743e-10 , 1.658e-10 , 2.407e-11 , 1.235e-11 , 1.442e-12 , 8.441e-13 , 1.130e-12 , 1.129e-12 , 1.125e-12 , 5.727e-13 , 6.335e-13 , 11.373736 , 0.000000011854153 , 0.0000000017253998 , 3FGL J0021.6-2553 ,  , N ,  , bll , CRATES J002132.55-255049.3 , 0.9981949 , 5.3856229 , -25.8470519611 , 0.00000045
74 , 4FGL J0021.6-0855 , 5.4115 , -8.9174 ,  , 4.180e-13 , PowerLaw , 2.3502548 , 6.614e-9 , 1.931e-9 , 5.056e-10 , 1.664e-10 , 2.238e-11 , <7.662e-12 , <5.032e-12 , 1.045e-12 , 4.484e-13 , 3.333e-13 , 3.865e-13 , 1.475e-13 , 8.779e-17 , 3.458e-18 ,  ,  ,  ,  ,  , N ,  , bll , NVSS J002142-090044 , 0.9744128 , 5.426040172576904 , -9.012310028076172 , 0.0045
75 , 4FGL J0021.9-5140 , 5.4985 , -51.6728 ,  , 5.277e-13 , PowerLaw , 2.042762 , 2.598e-9 , 5.070e-9 , 1.273e-9 , 4.821e-10 , 1.338e-10 , 5.157e-11 , 1.424e-11 , 4.154e-13 , 1.213e-12 , 8.693e-13 , 1.154e-12 , 9.142e-13 , 1.234e-12 , 7.475e-13 , 12.140263 , 0.000000010722652 , 0.0000000014731433 , 3FGL J0022.1-5141 ,  , N ,  , bll , 1RXS J002159.2-514028 , 0.9998968 , 5.500329971313477 , -51.67338943481445 , 0.0045
76 , 4FGL J0022.0+0006 , 5.5154 , 0.1134 ,  , 5.007e-13 , PowerLaw , 1.4715182 , <1.509e-8 , <1.328e-9 , 4.158e-10 , 9.252e-11 , 1.100e-11 , 1.048e-11 , 2.415e-11 , 1.672e-16 , 2.711e-16 , 3.040e-13 , 2.343e-13 , 8.045e-14 , 2.655e-13 , 1.614e-12 ,  ,  ,  ,  ,  , N ,  , bll , RX J0022.0+0006 , 0.99893326 , 5.503958225250244 , 0.11611111462116241 , 0.009
77 , 4FGL J0022.0-5921 , 5.5215 , -59.35 ,  , 4.181e-13 , PowerLaw , 2.537588 , 2.177e-8 , 9.098e-9 , 1.251e-9 , 2.050e-10 , 4.952e-11 , 7.609e-12 , <4.596e-12 , 3.415e-12 , 2.076e-12 , 8.071e-13 , 4.678e-13 , 3.196e-13 , 1.736e-13 , 5.545e-18 , 7.2043514 , 0.000000015912846 , 0.0000000026721205 ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
78 , 4FGL J0022.1-1854 , 5.5353 , -18.9068 ,  , 7.325e-13 , PowerLaw , 1.9354254 , <1.206e-8 , 3.958e-9 , 1.246e-9 , 6.302e-10 , 2.725e-10 , 3.427e-11 , 2.631e-11 , 5.892e-14 , 9.572e-13 , 8.620e-13 , 1.524e-12 , 1.886e-12 , 8.287e-13 , 1.443e-12 ,  ,  ,  , 3FGL J0022.1-1855 ,  , N ,  , bll , 1RXS J002209.2-185333 , 0.99966353 , 5.53862082917 , -18.8930185972 , 0.00000035
79 , 4FGL J0022.5+0608 , 5.6376 , 6.1343 ,  , 8.768e-13 , PowerLaw , 2.1697786 , 2.369e-8 , 1.841e-8 , 5.783e-9 , 1.474e-9 , 4.211e-10 , 8.448e-11 , 1.461e-11 , 3.769e-12 , 4.351e-12 , 3.892e-12 , 3.484e-12 , 2.834e-12 , 1.996e-12 , 7.292e-13 , 18.56563 , 0.000000036524632 , 0.0000000031407816 , 3FGL J0022.5+0608 ,  , N ,  , bll , PKS 0019+058 , 0.99987024 , 5.6351717375 , 6.13451915833 , 0.000000068
80 , 4FGL J0023.4+0920 , 5.8513 , 9.3475 ,  , 6.652e-13 , PLSuperExpCutoff , 2.2529113 , 2.043e-8 , 3.723e-9 , 2.992e-9 , 1.004e-9 , 1.551e-10 , 1.319e-11 , <5.693e-12 , 3.397e-12 , 9.691e-13 , 2.172e-12 , 2.356e-12 , 8.833e-13 , 2.499e-13 , 6.037e-16 ,  ,  ,  , 3FGL J0023.4+0923 ,  , N ,  , PSR , PSR J0023+0923 , 1 , 5.820342063903809 , 9.389954566955566 , 0.000007029392
81 , 4FGL J0023.6-4209 , 5.9073 , -42.1579 ,  , 3.308e-13 , PowerLaw , 1.9954411 , <1.561e-8 , 1.848e-9 , 1.671e-10 , 9.140e-11 , 2.603e-11 , <7.904e-12 , 9.664e-12 , 8.142e-15 , 4.442e-13 , 1.148e-13 , 2.197e-13 , 1.788e-13 , 1.730e-16 , 5.170e-13 , 4.8754535 , 0.0000000039772767 , 0.0000000011342484 ,  ,  , N ,  ,  ,  , 0.72 , 5.724999904632568 , -42.11027908325195 , 0.0045
82 , 4FGL J0023.7-6820 , 5.9347 , -68.3381 ,  , 4.570e-13 , PowerLaw , 2.765263 , 6.909e-9 , 1.227e-8 , 1.809e-9 , 1.857e-10 , 3.940e-11 , <4.362e-12 , <4.657e-12 , 1.074e-12 , 2.740e-12 , 1.139e-12 , 4.149e-13 , 2.480e-13 , 2.069e-17 , 3.985e-17 , 8.817499 , 0.000000025080888 , 0.000000003352829 , 3FGL J0021.6-6835 ,  , N ,  , bcu , PKS 0021-686 , 0.996154 , 6.028012125 , -68.3484964083 , 0.00000053
83 , 4FGL J0023.7+4457 , 5.9477 , 44.951 ,  , 5.409e-13 , PowerLaw , 2.4419997 , <1.455e-8 , 7.497e-9 , 2.085e-9 , 3.824e-10 , 5.520e-11 , 6.850e-12 , 2.326e-12 , 2.200e-16 , 1.726e-12 , 1.360e-12 , 8.803e-13 , 3.601e-13 , 1.577e-13 , 1.049e-13 , 8.5847845 , 0.000000021133994 , 0.000000003015522 , 3FGL J0023.5+4454 ,  , N ,  , fsrq , B3 0020+446 , 0.9976239 , 5.89767695833 , 44.9432661806 , 0.000000095
84 , 4FGL J0023.9+1603 , 5.9819 , 16.0639 ,  , 4.696e-13 , PowerLaw , 2.0656276 , <1.249e-8 , 8.054e-10 , 5.122e-10 , 2.146e-10 , 8.039e-11 , 1.294e-11 , <5.115e-12 , 3.956e-15 , 1.923e-13 , 3.490e-13 , 5.124e-13 , 5.477e-13 , 3.088e-13 , 7.163e-18 ,  ,  ,  ,  ,  , N ,  , bll , 87GB 002122.5+154553 , 0.997018 , 6.005336625 , 16.0427651639 , 0.0000005
85 , 4FGL J0024.0-7204 , 6.0082 , -72.0788 ,  , 7.976e-13 , LogParabola , 2.093778 , 1.144e-8 , 9.507e-9 , 8.602e-9 , 3.637e-9 , 7.938e-10 , 1.897e-11 , 2.661e-12 , 1.983e-12 , 2.659e-12 , 6.403e-12 , 8.580e-12 , 4.849e-12 , 3.853e-13 , 7.398e-14 ,  ,  ,  , 3FGL J0023.9-7203 ,  , N ,  , glc , NGC 104 , 0.99996454 , 6.023624897003174 , -72.0812759399414 , 0.0009
86 , 4FGL J0024.1+2402 , 6.0384 , 24.0366 ,  , 4.065e-13 , PowerLaw , 2.0550044 , <1.461e-8 , <1.619e-9 , 6.538e-10 , 7.201e-11 , 5.615e-11 , 2.258e-11 , <6.555e-12 , 1.517e-15 , 8.536e-16 , 4.460e-13 , 1.721e-13 , 3.830e-13 , 5.397e-13 , 1.967e-16 , 5.623905 , 0.000000005249659 , 0.0000000013800959 ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
87 , 4FGL J0024.4+4647 , 6.1212 , 46.797 ,  , 5.470e-13 , PowerLaw , 2.559695 , 1.896e-8 , 6.923e-9 , 8.760e-10 , 9.835e-11 , 4.236e-11 , <6.417e-12 , 2.904e-12 , 2.971e-12 , 1.576e-12 , 5.640e-13 , 2.239e-13 , 2.727e-13 , 1.002e-15 , 1.258e-13 ,  ,  ,  ,  ,  , N ,  , bcu , B3 0021+464 , 0.9415452 , 6.08974019167 , 46.7350638083 , 0.0000001
88 , 4FGL J0024.7+0349 , 6.1975 , 3.8321 ,  , 4.963e-13 , PowerLaw , 2.3887396 , <1.665e-8 , <2.619e-9 , 1.085e-9 , 1.276e-10 , 3.668e-11 , 6.142e-12 , <5.753e-12 , 2.343e-16 , 1.096e-16 , 7.121e-13 , 2.953e-13 , 2.407e-13 , 1.421e-13 , 2.540e-21 , 10.841806 , 0.000000024146063 , 0.000000002980099 , 3FGL J0024.4+0350 ,  , N ,  , fsrq , GB6 J0024+0349 , 0.9975917 , 6.188405075 , 3.81766335278 , 0.00000017
89 , 4FGL J0025.2-2231 , 6.3034 , -22.5328 ,  , 3.774e-13 , PowerLaw , 2.4007282 , <1.030e-8 , 1.708e-9 , 8.521e-10 , 1.519e-11 , 2.943e-11 , <5.279e-12 , 3.531e-12 , 8.021e-16 , 3.949e-13 , 5.585e-13 , 3.512e-14 , 1.929e-13 , 2.030e-17 , 1.616e-13 ,  ,  ,  ,  ,  , N ,  , fsrq , PMN J0025-2228 , 0.9489406 , 6.351030875 , -22.4632213139 , 0.00000013
90 , 4FGL J0025.3+6408 , 6.3405 , 64.1498 ,  , 1.136e-12 , PowerLaw , 2.1400595 , <3.288e-8 , 6.298e-9 , 1.909e-9 , 7.548e-10 , 1.815e-10 , 5.250e-11 , 5.204e-12 , 4.721e-15 , 1.493e-12 , 1.289e-12 , 1.789e-12 , 1.226e-12 , 1.244e-12 , 2.627e-13 ,  ,  ,  , 3FGL J0025.7+6404 ,  , P , Tycho , snr , Tycho , 0.96434534 , 6.324999809265137 , 64.1500015258789 , 0.00045
91 , 4FGL J0025.4-4838 , 6.3673 , -48.6386 ,  , 3.913e-13 , PowerLaw , 2.120224 , 1.976e-8 , 1.306e-9 , 3.057e-10 , 1.928e-10 , 2.987e-11 , 1.291e-11 , <4.985e-12 , 3.151e-12 , 3.103e-13 , 2.070e-13 , 4.578e-13 , 2.022e-13 , 3.066e-13 , 1.612e-17 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
92 , 4FGL J0025.7-4801 , 6.4351 , -48.0191 ,  , 4.603e-13 , PowerLaw , 2.2063763 , <1.639e-8 , 2.698e-9 , 1.132e-9 , 2.782e-10 , 1.006e-10 , 1.049e-11 , <4.748e-12 , 5.941e-15 , 6.354e-13 , 7.586e-13 , 6.552e-13 , 6.744e-13 , 2.470e-13 , 2.559e-17 , 12.088065 , 0.000000020725059 , 0.0000000025920293 ,  ,  , N ,  , bcu , MRSS 194-093029 , 0.9858329 , 6.44092530833 , -48.0653061722 , 0.0000015
93 , 4FGL J0026.1-0732 , 6.54 , -7.5425 ,  , 4.180e-13 , PowerLaw , 2.0678716 , <1.385e-8 , 1.782e-9 , 4.758e-10 , 6.744e-11 , 5.692e-11 , <6.121e-12 , 9.010e-12 , 5.092e-15 , 4.254e-13 , 3.241e-13 , 1.610e-13 , 3.877e-13 , 6.968e-17 , 4.681e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
94 , 4FGL J0026.6-4600 , 6.6521 , -46.0156 ,  , 3.907e-13 , PowerLaw , 1.9649565 , <7.594e-9 , 2.635e-9 , 4.463e-10 , 1.206e-10 , 5.947e-11 , 8.155e-12 , 1.427e-11 , 1.690e-17 , 6.354e-13 , 3.077e-13 , 2.908e-13 , 4.100e-13 , 1.966e-13 , 7.729e-13 ,  ,  ,  , 3FGL J0026.7-4603 ,  , N ,  , bll , 1RXS J002636.3-460101 , 0.99990463 , 6.647500038146973 , -46.01969909667969 , 0.0045
