id , Source Name , RA (J2000.0) , Dec (J2000.0) , Extended source name , Significance , 1-100 GeV Flux (ph cm-2 s-1) , 1-100 GeV Flux Error (ph cm-2 s-1) , Spectrum Type , PL Flux Density (cm-2 MeV-1 s-1) , PL Flux Density Error (cm-2 MeV-1 s-1) , Power Law Index , Flux 100-300 MeV (ph/cm2/s) , Flux 300-1000 MeV (ph/cm2/s) , Flux 1-3 GeV (ph/cm2/s) , Flux 3-10 GeV (ph/cm2/s) , Flux 10-30 GeV (ph/cm2/s) , Flux 30-300 GeV (ph/cm2/s) , NuFNu 50-100 MeV (erg /cm2/s) , NuFNu 100-300 MeV (erg /cm2/s) , NuFNu 300-1000 MeV (erg /cm2/s) , NuFNu 1-3 GeV (erg /cm2/s) , NuFNu 3-10 GeV (erg /cm2/s) , NuFNu 10-30 GeV (erg /cm2/s) , NuFNu 30-300 GeV (erg /cm2/s) , Class , Low confidence Class
53 , 4FGL J0014.2+0854 , 00 14 16.68 , +08 54 41.04 ,  , 4.5348425 , 1.824e-10 , 4.409e-11 , PowerLaw , 2.624e-13 , 5.678e-14 , 2.4980073 , 1.449e-9 , 7.544e-10 , 1.767e-10 , 3.077e-11 , <7.210e-12 , 3.916e-12 , 1.417e-13 , 3.319e-13 , 4.890e-13 , 4.046e-13 , 1.995e-13 , 4.817e-20 , 1.732e-13 , bll , 
54 , 4FGL J0014.3-0500 , 00 14 20.73 , -05 00 43.19 ,  , 10.860766 , 4.048e-10 , 5.287e-11 , PowerLaw , 1.245e-13 , 1.619e-14 , 2.3452647 , 8.835e-9 , 1.944e-9 , 2.078e-10 , 9.895e-11 , 2.042e-11 , <5.167e-12 , 2.601e-14 , 2.053e-12 , 1.282e-12 , 4.828e-13 , 6.526e-13 , 4.744e-13 , 2.645e-17 , bcu , 
55 , 4FGL J0014.7+5801 , 00 14 44.8 , +58 01 37.92 ,  , 9.260634 , 2.497e-10 , 5.304e-11 , PowerLaw , 3.595e-15 , 6.290e-16 , 1.7403266 , <3.036e-9 , 3.129e-10 , 6.047e-11 , 8.099e-11 , 3.575e-11 , 1.363e-11 , 6.716e-14 , 1.900e-16 , 2.216e-13 , 1.491e-13 , 5.735e-13 , 8.816e-13 , 8.111e-13 , bll , 
56 , 4FGL J0014.8+6118 , 00 14 53.08 , +61 18 13.31 ,  , 14.048099 , 6.893e-10 , 1.026e-10 , LogParabola , 5.392e-14 , 5.471e-15 , 2.0077274 , 2.007e-9 , 7.351e-10 , 3.835e-10 , 2.033e-10 , 7.516e-11 , 8.796e-12 , 6.324e-12 , 5.855e-13 , 5.961e-13 , 9.948e-13 , 1.418e-12 , 1.720e-12 , 3.003e-13 , bcu , 
57 , 4FGL J0014.9+3212 , 00 14 54.43 , +32 12 58.32 ,  , 9.800221 , 2.236e-10 , 4.366e-11 , LogParabola , 4.503e-12 , 5.203e-13 , 2.676878 , 5.962e-9 , 2.112e-9 , 1.838e-10 , 1.411e-11 , <7.883e-12 , <3.978e-12 , 4.256e-13 , 1.447e-12 , 1.351e-12 , 3.902e-13 , 7.857e-14 , 1.802e-17 , 9.595e-17 , bcu , 
58 , 4FGL J0015.2+3537 , 00 15 17.92 , +35 37 01.91 ,  , 5.399805 , 1.301e-10 , 3.387e-11 , PowerLaw , 9.746e-15 , 2.421e-15 , 2.0663972 , 2.386e-9 , 3.826e-10 , 6.665e-11 , 2.469e-11 , 1.250e-11 , 2.749e-12 , 3.859e-13 , 5.697e-13 , 2.606e-13 , 1.591e-13 , 1.682e-13 , 2.985e-13 , 1.429e-13 , bll , 
59 , 4FGL J0015.6+5551 , 00 15 37.7 , +55 51 48.95 ,  , 10.681839 , 3.486e-10 , 5.774e-11 , PowerLaw , 1.098e-14 , 1.593e-15 , 1.9079775 , 3.164e-9 , 9.459e-10 , 2.075e-10 , 7.597e-11 , 2.775e-11 , 1.918e-11 , 6.609e-14 , 7.672e-13 , 6.565e-13 , 5.032e-13 , 5.273e-13 , 6.728e-13 , 1.064e-12 , bll , 
60 , 4FGL J0015.9+2440 , 00 15 58.0 , +24 40 49.79 ,  , 8.170248 , 2.165e-10 , 3.742e-11 , PowerLaw , 4.124e-14 , 7.130e-15 , 2.1628017 , 5.818e-9 , 6.991e-10 , 8.937e-11 , 6.761e-11 , 6.571e-12 , 5.886e-12 , 2.413e-12 , 1.376e-12 , 4.709e-13 , 2.113e-13 , 4.554e-13 , 1.554e-13 , 2.945e-13 , bcu , 
61 , 4FGL J0016.2-0016 , 00 16 14.63 , -00 16 50.16 ,  , 20.640505 , 4.754e-10 , 5.162e-11 , LogParabola , 1.424e-11 , 8.571e-13 , 2.726546 , 2.028e-8 , 4.036e-9 , 5.202e-10 , <1.504e-11 , 3.664e-12 , <4.987e-12 , 3.979e-12 , 4.728e-12 , 2.548e-12 , 1.121e-12 , 9.008e-20 , 7.383e-14 , 4.338e-17 , fsrq , 
62 , 4FGL J0016.5+1702 , 00 16 33.5 , +17 02 20.04 ,  , 5.7312074 , 1.764e-10 , 3.901e-11 , PowerLaw , 1.001e-12 , 1.708e-13 , 2.6308897 , 4.825e-9 , 1.233e-9 , 2.140e-10 , 1.098e-11 , <5.815e-12 , 3.220e-12 , 3.567e-12 , 1.091e-12 , 7.874e-13 , 4.840e-13 , 7.014e-14 , 1.459e-19 , 1.363e-13 , fsrq , 
63 , 4FGL J0017.0-0649 , 00 17 03.23 , -06 49 54.11 ,  , 10.720092 , 3.394e-10 , 4.544e-11 , PowerLaw , 4.635e-13 , 5.400e-14 , 2.3924778 , 4.495e-9 , 1.606e-9 , 2.476e-10 , 6.979e-11 , 8.961e-12 , 3.470e-12 , 1.823e-15 , 1.040e-12 , 1.054e-12 , 5.727e-13 , 4.579e-13 , 2.073e-13 , 1.593e-13 , bcu , 
64 , 4FGL J0017.1-4605 , 00 17 11.35 , -46 05 05.28 ,  , 6.121659 , 1.068e-10 , 2.769e-11 , PowerLaw , 1.490e-12 , 2.415e-13 , 2.8010092 , 5.122e-9 , 6.928e-10 , 9.061e-11 , 1.746e-11 , <6.174e-12 , <4.434e-12 , 4.334e-15 , 1.140e-12 , 4.344e-13 , 2.017e-13 , 1.095e-13 , 1.096e-14 , 4.456e-17 ,  , 
65 , 4FGL J0017.5-0514 , 00 17 34.77 , -05 14 04.92 ,  , 23.148046 , 8.684e-10 , 6.541e-11 , LogParabola , 2.282e-12 , 1.326e-13 , 2.5345943 , 2.104e-8 , 5.140e-9 , 7.179e-10 , 8.754e-11 , 2.331e-11 , <5.792e-12 , 2.738e-12 , 4.950e-12 , 3.343e-12 , 1.610e-12 , 5.388e-13 , 4.997e-13 , 6.675e-17 , FSRQ , 
66 , 4FGL J0017.8+1455 , 00 17 53.06 , +14 55 22.08 ,  , 7.4618998 , 2.450e-10 , 4.105e-11 , PowerLaw , 8.747e-14 , 1.434e-14 , 2.1791823 , 2.077e-9 , 6.609e-10 , 1.843e-10 , 6.554e-11 , 1.067e-11 , 2.237e-12 , 1.189e-15 , 4.904e-13 , 4.443e-13 , 4.351e-13 , 4.406e-13 , 2.520e-13 , 1.112e-13 , bll , 
67 , 4FGL J0018.4+2946 , 00 18 27.62 , +29 46 45.11 ,  , 12.004145 , 2.612e-10 , 3.993e-11 , PowerLaw , 1.083e-14 , 1.588e-15 , 1.7145041 , 1.500e-9 , 1.354e-10 , 1.489e-10 , 8.867e-11 , 2.108e-11 , 2.141e-11 , 8.267e-16 , 3.709e-13 , 9.616e-14 , 3.681e-13 , 6.298e-13 , 5.210e-13 , 1.288e-12 , bll , 
68 , 4FGL J0019.2-5640 , 00 19 14.54 , -56 40 57.36 ,  , 8.953907 , 2.029e-10 , 3.120e-11 , PowerLaw , 1.133e-13 , 1.645e-14 , 2.2656467 , 1.694e-9 , 7.641e-10 , 1.430e-10 , 4.861e-11 , 1.028e-11 , <4.992e-12 , 2.462e-14 , 3.967e-13 , 5.086e-13 , 3.347e-13 , 3.236e-13 , 2.407e-13 , 2.705e-17 , bcu , 
69 , 4FGL J0019.3-8152 , 00 19 19.84 , -81 52 47.28 ,  , 15.827942 , 5.311e-10 , 4.976e-11 , PowerLaw , 1.047e-13 , 9.799e-15 , 2.1021957 , 4.415e-9 , 1.353e-9 , 3.508e-10 , 1.235e-10 , 4.697e-11 , 3.650e-12 , 3.969e-12 , 1.050e-12 , 9.181e-13 , 8.345e-13 , 8.377e-13 , 1.117e-12 , 1.870e-13 , bll , 
70 , 4FGL J0019.6+7327 , 00 19 36.74 , +73 27 21.6 ,  , 21.933533 , 1.271e-9 , 7.915e-11 , PowerLaw , 1.581e-12 , 9.127e-14 , 2.5941908 , 2.879e-8 , 7.899e-9 , 1.064e-9 , 2.126e-10 , 4.798e-12 , <3.856e-12 , 8.925e-14 , 6.533e-12 , 5.066e-12 , 2.414e-12 , 1.363e-12 , 1.089e-13 , 6.683e-17 , fsrq , 
71 , 4FGL J0019.6+2022 , 00 19 37.68 , +20 22 31.79 ,  , 9.600923 , 2.784e-10 , 4.087e-11 , PowerLaw , 9.166e-14 , 1.322e-14 , 2.152031 , <1.952e-9 , 9.757e-10 , 2.448e-10 , 5.923e-11 , 6.160e-12 , 2.194e-12 , 1.444e-15 , 6.613e-16 , 6.580e-13 , 5.794e-13 , 3.995e-13 , 1.458e-13 , 1.103e-13 , bll , 
72 , 4FGL J0021.0+0322 , 00 21 01.55 , +03 22 41.87 ,  , 7.1000338 , 1.683e-10 , 3.714e-11 , PowerLaw , 1.032e-14 , 2.212e-15 , 1.8668073 , 1.123e-9 , 4.121e-10 , 8.858e-11 , 5.062e-11 , 1.872e-11 , 4.481e-12 , 5.586e-16 , 2.734e-13 , 2.874e-13 , 2.157e-13 , 3.531e-13 , 4.559e-13 , 2.528e-13 , bcu , 
73 , 4FGL J0021.5-2552 , 00 21 33.88 , -25 52 05.15 ,  , 21.203888 , 6.293e-10 , 5.070e-11 , PowerLaw , 3.488e-13 , 2.585e-14 , 2.09977 , 3.547e-9 , 1.666e-9 , 4.743e-10 , 1.658e-10 , 2.407e-11 , 1.235e-11 , 1.442e-12 , 8.441e-13 , 1.130e-12 , 1.129e-12 , 1.125e-12 , 5.727e-13 , 6.335e-13 , bll , 
74 , 4FGL J0021.6-0855 , 00 21 38.76 , -08 55 02.64 ,  , 4.7426553 , 1.471e-10 , 3.548e-11 , PowerLaw , 1.393e-13 , 3.068e-14 , 2.3502548 , 1.931e-9 , 5.056e-10 , 1.664e-10 , 2.238e-11 , <7.662e-12 , <5.032e-12 , 1.045e-12 , 4.484e-13 , 3.333e-13 , 3.865e-13 , 1.475e-13 , 8.779e-17 , 3.458e-18 , bll , 
75 , 4FGL J0021.9-5140 , 00 21 59.63 , -51 40 22.08 ,  , 22.871876 , 6.212e-10 , 4.682e-11 , PowerLaw , 2.231e-13 , 1.609e-14 , 2.042762 , 5.070e-9 , 1.273e-9 , 4.821e-10 , 1.338e-10 , 5.157e-11 , 1.424e-11 , 4.154e-13 , 1.213e-12 , 8.693e-13 , 1.154e-12 , 9.142e-13 , 1.234e-12 , 7.475e-13 , bll , 
76 , 4FGL J0022.0+0006 , 00 22 03.69 , +00 06 48.24 ,  , 7.358484 , 1.065e-10 , 3.769e-11 , PowerLaw , 8.019e-16 , 2.103e-16 , 1.4715182 , <1.328e-9 , 4.158e-10 , 9.252e-11 , 1.100e-11 , 1.048e-11 , 2.415e-11 , 1.672e-16 , 2.711e-16 , 3.040e-13 , 2.343e-13 , 8.045e-14 , 2.655e-13 , 1.614e-12 , bll , 
77 , 4FGL J0022.0-5921 , 00 22 05.15 , -59 21 00.0 ,  , 12.447939 , 2.662e-10 , 3.446e-11 , PowerLaw , 9.021e-13 , 8.865e-14 , 2.537588 , 9.098e-9 , 1.251e-9 , 2.050e-10 , 4.952e-11 , 7.609e-12 , <4.596e-12 , 3.415e-12 , 2.076e-12 , 8.071e-13 , 4.678e-13 , 3.196e-13 , 1.736e-13 , 5.545e-18 ,  , 
78 , 4FGL J0022.1-1854 , 00 22 08.47 , -18 54 24.48 ,  , 25.478495 , 8.329e-10 , 5.850e-11 , PowerLaw , 2.156e-13 , 1.473e-14 , 1.9354254 , 3.958e-9 , 1.246e-9 , 6.302e-10 , 2.725e-10 , 3.427e-11 , 2.631e-11 , 5.892e-14 , 9.572e-13 , 8.620e-13 , 1.524e-12 , 1.886e-12 , 8.287e-13 , 1.443e-12 , bll , 
79 , 4FGL J0022.5+0608 , 00 22 33.02 , +06 08 03.47 ,  , 41.94831 , 1.901e-9 , 8.583e-11 , PowerLaw , 1.726e-12 , 6.730e-14 , 2.1697786 , 1.841e-8 , 5.783e-9 , 1.474e-9 , 4.211e-10 , 8.448e-11 , 1.461e-11 , 3.769e-12 , 4.351e-12 , 3.892e-12 , 3.484e-12 , 2.834e-12 , 1.996e-12 , 7.292e-13 , bll , 
80 , 4FGL J0023.4+0920 , 00 23 24.31 , +09 20 51.0 ,  , 22.644386 , 1.219e-9 , 8.755e-11 , PLSuperExpCutoff , 1.392e-12 , 8.673e-14 , 2.2529113 , 3.723e-9 , 2.992e-9 , 1.004e-9 , 1.551e-10 , 1.319e-11 , <5.693e-12 , 3.397e-12 , 9.691e-13 , 2.172e-12 , 2.356e-12 , 8.833e-13 , 2.499e-13 , 6.037e-16 , PSR , 
81 , 4FGL J0023.6-4209 , 00 23 37.75 , -42 09 28.43 ,  , 4.9723463 , 1.191e-10 , 3.005e-11 , PowerLaw , 1.140e-14 , 2.831e-15 , 1.9954411 , 1.848e-9 , 1.671e-10 , 9.140e-11 , 2.603e-11 , <7.904e-12 , 9.664e-12 , 8.142e-15 , 4.442e-13 , 1.148e-13 , 2.197e-13 , 1.788e-13 , 1.730e-16 , 5.170e-13 ,  , agn
82 , 4FGL J0023.7-6820 , 00 23 44.32 , -68 20 17.15 ,  , 12.622714 , 2.341e-10 , 3.187e-11 , PowerLaw , 3.670e-12 , 3.278e-13 , 2.765263 , 1.227e-8 , 1.809e-9 , 1.857e-10 , 3.940e-11 , <4.362e-12 , <4.657e-12 , 1.074e-12 , 2.740e-12 , 1.139e-12 , 4.149e-13 , 2.480e-13 , 2.069e-17 , 3.985e-17 , bcu , 
83 , 4FGL J0023.7+4457 , 00 23 47.44 , +44 57 03.6 ,  , 13.386444 , 4.234e-10 , 4.614e-11 , PowerLaw , 8.477e-13 , 7.700e-14 , 2.4419997 , 7.497e-9 , 2.085e-9 , 3.824e-10 , 5.520e-11 , 6.850e-12 , 2.326e-12 , 2.200e-16 , 1.726e-12 , 1.360e-12 , 8.803e-13 , 3.601e-13 , 1.577e-13 , 1.049e-13 , fsrq , 
84 , 4FGL J0023.9+1603 , 00 23 55.65 , +16 03 50.04 ,  , 8.42375 , 2.663e-10 , 4.230e-11 , PowerLaw , 5.748e-14 , 9.097e-15 , 2.0656276 , 8.054e-10 , 5.122e-10 , 2.146e-10 , 8.039e-11 , 1.294e-11 , <5.115e-12 , 3.956e-15 , 1.923e-13 , 3.490e-13 , 5.124e-13 , 5.477e-13 , 3.088e-13 , 7.163e-18 , bll , 
85 , 4FGL J0024.0-7204 , 00 24 01.96 , -72 04 43.68 ,  , 77.594345 , 4.419e-9 , 1.209e-10 , LogParabola , 4.438e-12 , 1.028e-13 , 2.093778 , 9.507e-9 , 8.602e-9 , 3.637e-9 , 7.938e-10 , 1.897e-11 , 2.661e-12 , 1.983e-12 , 2.659e-12 , 6.403e-12 , 8.580e-12 , 4.849e-12 , 3.853e-13 , 7.398e-14 , glc , 
86 , 4FGL J0024.1+2402 , 00 24 09.21 , +24 02 11.75 ,  , 7.343398 , 1.949e-10 , 3.662e-11 , PowerLaw , 2.616e-14 , 4.902e-15 , 2.0550044 , <1.619e-9 , 6.538e-10 , 7.201e-11 , 5.615e-11 , 2.258e-11 , <6.555e-12 , 1.517e-15 , 8.536e-16 , 4.460e-13 , 1.721e-13 , 3.830e-13 , 5.397e-13 , 1.967e-16 ,  , 
87 , 4FGL J0024.4+4647 , 00 24 29.08 , +46 47 49.19 ,  , 6.0921693 , 1.813e-10 , 3.715e-11 , PowerLaw , 3.789e-13 , 6.504e-14 , 2.559695 , 6.923e-9 , 8.760e-10 , 9.835e-11 , 4.236e-11 , <6.417e-12 , 2.904e-12 , 2.971e-12 , 1.576e-12 , 5.640e-13 , 2.239e-13 , 2.727e-13 , 1.002e-15 , 1.258e-13 , bcu , 
88 , 4FGL J0024.7+0349 , 00 24 47.39 , +03 49 55.56 ,  , 6.054029 , 1.846e-10 , 3.780e-11 , PowerLaw , 1.422e-13 , 2.745e-14 , 2.3887396 , <2.619e-9 , 1.085e-9 , 1.276e-10 , 3.668e-11 , 6.142e-12 , <5.753e-12 , 2.343e-16 , 1.096e-16 , 7.121e-13 , 2.953e-13 , 2.407e-13 , 1.421e-13 , 2.540e-21 , fsrq , 
89 , 4FGL J0025.2-2231 , 00 25 12.81 , -22 31 58.08 ,  , 4.5509667 , 1.116e-10 , 2.843e-11 , PowerLaw , 9.109e-14 , 2.181e-14 , 2.4007282 , 1.708e-9 , 8.521e-10 , 1.519e-11 , 2.943e-11 , <5.279e-12 , 3.531e-12 , 8.021e-16 , 3.949e-13 , 5.585e-13 , 3.512e-14 , 1.929e-13 , 2.030e-17 , 1.616e-13 , fsrq , 
90 , 4FGL J0025.3+6408 , 00 25 21.71 , +64 08 59.27 ,  , 12.112958 , 8.618e-10 , 9.533e-11 , PowerLaw , 6.805e-14 , 7.235e-15 , 2.1400595 , 6.298e-9 , 1.909e-9 , 7.548e-10 , 1.815e-10 , 5.250e-11 , 5.204e-12 , 4.721e-15 , 1.493e-12 , 1.289e-12 , 1.789e-12 , 1.226e-12 , 1.244e-12 , 2.627e-13 , snr , 
91 , 4FGL J0025.4-4838 , 00 25 28.15 , -48 38 18.95 ,  , 7.051702 , 1.832e-10 , 3.468e-11 , PowerLaw , 3.340e-14 , 6.325e-15 , 2.120224 , 1.306e-9 , 3.057e-10 , 1.928e-10 , 2.987e-11 , 1.291e-11 , <4.985e-12 , 3.151e-12 , 3.103e-13 , 2.070e-13 , 4.578e-13 , 2.022e-13 , 3.066e-13 , 1.612e-17 ,  , 
92 , 4FGL J0025.7-4801 , 00 25 44.42 , -48 01 08.76 ,  , 12.890867 , 3.650e-10 , 4.158e-11 , PowerLaw , 1.591e-13 , 1.741e-14 , 2.2063763 , 2.698e-9 , 1.132e-9 , 2.782e-10 , 1.006e-10 , 1.049e-11 , <4.748e-12 , 5.941e-15 , 6.354e-13 , 7.586e-13 , 6.552e-13 , 6.744e-13 , 2.470e-13 , 2.559e-17 , bcu , 
93 , 4FGL J0026.1-0732 , 00 26 09.6 , -07 32 33.0 ,  , 5.3968697 , 1.530e-10 , 3.754e-11 , PowerLaw , 1.850e-14 , 4.506e-15 , 2.0678716 , 1.782e-9 , 4.758e-10 , 6.744e-11 , 5.692e-11 , <6.121e-12 , 9.010e-12 , 5.092e-15 , 4.254e-13 , 3.241e-13 , 1.610e-13 , 3.877e-13 , 6.968e-17 , 4.681e-13 ,  , 
94 , 4FGL J0026.6-4600 , 00 26 36.5 , -46 00 56.15 ,  , 9.678034 , 2.154e-10 , 3.435e-11 , PowerLaw , 2.467e-14 , 3.920e-15 , 1.9649565 , 2.635e-9 , 4.463e-10 , 1.206e-10 , 5.947e-11 , 8.155e-12 , 1.427e-11 , 1.690e-17 , 6.354e-13 , 3.077e-13 , 2.908e-13 , 4.100e-13 , 1.966e-13 , 7.729e-13 , bll , 
95 , 4FGL J0028.1+7505 , 00 28 10.65 , +75 05 46.31 ,  , 7.8989735 , 3.454e-10 , 5.927e-11 , LogParabola , 4.797e-14 , 7.852e-15 , 2.1871247 , 2.065e-9 , 1.541e-10 , 2.710e-10 , 7.199e-11 , 1.548e-11 , <3.092e-12 , 1.967e-12 , 6.023e-13 , 1.253e-13 , 6.778e-13 , 4.605e-13 , 3.212e-13 , 5.476e-17 , bcu , 
96 , 4FGL J0028.4+2001 , 00 28 29.32 , +20 01 51.95 ,  , 13.547593 , 4.531e-10 , 4.992e-11 , PowerLaw , 1.069e-12 , 9.606e-14 , 2.4357517 , 9.210e-9 , 2.267e-9 , 3.609e-10 , 9.062e-11 , 3.659e-12 , 2.416e-12 , 2.227e-15 , 2.122e-12 , 1.480e-12 , 8.313e-13 , 5.916e-13 , 8.428e-14 , 1.092e-13 , fsrq , 
97 , 4FGL J0028.9+3553 , 00 28 54.02 , +35 53 25.43 ,  , 6.226772 , 2.074e-10 , 3.956e-11 , PowerLaw , 8.757e-14 , 1.624e-14 , 2.2594097 , 2.414e-9 , 8.091e-10 , 9.199e-11 , 7.120e-11 , 4.894e-12 , <5.691e-12 , 8.786e-13 , 5.656e-13 , 5.389e-13 , 2.155e-13 , 4.743e-13 , 1.147e-13 , 3.353e-19 , bcu , 
98 , 4FGL J0029.0-7044 , 00 29 00.21 , -70 44 29.03 ,  , 18.739412 , 5.633e-10 , 4.628e-11 , PowerLaw , 2.999e-13 , 2.320e-14 , 2.2238069 , 7.919e-9 , 1.653e-9 , 3.902e-10 , 1.642e-10 , 1.385e-11 , <5.751e-12 , 2.609e-14 , 1.862e-12 , 1.106e-12 , 9.172e-13 , 1.098e-12 , 3.255e-13 , 2.141e-16 , bll , 
99 , 4FGL J0029.4+2051 , 00 29 27.96 , +20 51 58.31 ,  , 5.4575253 , 6.716e-11 , 2.600e-11 , PowerLaw , 7.460e-16 , 2.378e-16 , 1.5339124 , <1.933e-9 , 2.112e-11 , <3.213e-11 , 2.214e-11 , 9.617e-12 , 1.330e-11 , 1.816e-12 , 8.532e-20 , 1.533e-14 , 4.900e-18 , 1.607e-13 , 2.421e-13 , 8.650e-13 , bcu , 
100 , 4FGL J0030.2-1647 , 00 30 15.43 , -16 47 50.99 ,  , 13.651061 , 3.129e-10 , 4.134e-11 , PowerLaw , 2.018e-14 , 2.639e-15 , 1.7404137 , <1.396e-9 , 2.010e-10 , 1.918e-10 , 1.022e-10 , 3.834e-11 , 2.008e-11 , 2.862e-16 , 3.440e-17 , 1.423e-13 , 4.730e-13 , 7.238e-13 , 9.454e-13 , 1.195e-12 , bll , 
101 , 4FGL J0030.3-4224 , 00 30 22.99 , -42 24 45.72 ,  , 35.296204 , 1.069e-9 , 5.967e-11 , PowerLaw , 5.887e-12 , 2.335e-13 , 2.520737 , 2.694e-8 , 5.978e-9 , 8.724e-10 , 1.501e-10 , 4.770e-12 , 5.975e-12 , 8.315e-12 , 6.156e-12 , 3.865e-12 , 1.993e-12 , 9.703e-13 , 1.090e-13 , 2.623e-13 , fsrq , 
102 , 4FGL J0030.4+0451 , 00 30 26.56 , +04 51 33.12 ,  , 120.39053 , 1.004e-8 , 1.962e-10 , PLSuperExpCutoff , 1.452e-11 , 2.283e-13 , 2.088048 , 3.245e-8 , 2.326e-8 , 8.648e-9 , 1.304e-9 , 3.017e-11 , <4.952e-12 , 5.791e-12 , 8.450e-12 , 1.692e-11 , 2.036e-11 , 7.485e-12 , 5.718e-13 , 7.024e-22 , PSR , 
103 , 4FGL J0030.6-0212 , 00 30 37.39 , -02 12 05.04 ,  , 43.08195 , 1.714e-9 , 8.367e-11 , LogParabola , 1.394e-11 , 4.930e-13 , 2.3923953 , 2.640e-8 , 7.884e-9 , 1.351e-9 , 3.039e-10 , 2.118e-11 , <6.023e-12 , 2.333e-12 , 6.303e-12 , 5.227e-12 , 3.083e-12 , 1.912e-12 , 4.632e-13 , 1.511e-21 , bcu , 
104 , 4FGL J0031.0-2327 , 00 31 01.53 , -23 27 29.16 ,  , 6.3435354 , 1.664e-10 , 3.268e-11 , PowerLaw , 7.765e-14 , 1.472e-14 , 2.1938756 , <1.464e-9 , 4.293e-10 , 1.861e-10 , 3.567e-11 , <6.373e-12 , 5.328e-13 , 6.203e-13 , 1.530e-17 , 2.881e-13 , 4.389e-13 , 2.394e-13 , 3.078e-19 , 2.634e-14 ,  , agn
105 , 4FGL J0031.3+0726 , 00 31 19.2 , +07 26 39.48 ,  , 7.5487576 , 2.031e-10 , 3.937e-11 , PowerLaw , 1.986e-14 , 3.795e-15 , 1.9919337 , 3.128e-9 , 2.038e-10 , 1.771e-10 , 2.233e-11 , 2.903e-11 , 7.318e-12 , 1.494e-12 , 7.522e-13 , 1.401e-13 , 4.260e-13 , 1.535e-13 , 6.982e-13 , 3.921e-13 , bll , 
106 , 4FGL J0031.5-5648 , 00 31 35.66 , -56 48 24.83 ,  , 5.366508 , 1.348e-10 , 3.116e-11 , PowerLaw , 1.137e-14 , 2.596e-15 , 1.9233072 , 8.002e-10 , 1.686e-10 , 9.111e-11 , 3.094e-11 , 1.956e-11 , <5.759e-12 , 2.930e-12 , 1.938e-13 , 1.168e-13 , 2.206e-13 , 2.143e-13 , 4.735e-13 , 2.127e-17 ,  , 
107 , 4FGL J0032.3-5522 , 00 32 18.67 , -55 22 00.47 ,  , 18.38948 , 5.005e-10 , 4.392e-11 , PowerLaw , 4.916e-13 , 3.799e-14 , 2.2393293 , 4.145e-9 , 1.990e-9 , 4.170e-10 , 7.604e-11 , 1.932e-11 , <5.263e-12 , 5.870e-17 , 9.730e-13 , 1.328e-12 , 9.787e-13 , 5.076e-13 , 4.535e-13 , 1.204e-16 , bcu , 
108 , 4FGL J0032.4-2849 , 00 32 25.82 , -28 49 20.63 ,  , 7.5993605 , 1.943e-10 , 3.370e-11 , PowerLaw , 1.762e-13 , 2.768e-14 , 2.29681 , 1.455e-9 , 7.006e-10 , 1.780e-10 , 3.384e-11 , 2.818e-12 , 3.040e-12 , 9.426e-13 , 3.396e-13 , 4.646e-13 , 4.155e-13 , 2.244e-13 , 6.577e-14 , 1.446e-13 , bll , 
109 , 4FGL J0033.5-1921 , 00 33 34.89 , -19 21 33.48 ,  , 62.083744 , 2.965e-9 , 1.084e-10 , LogParabola , 1.052e-12 , 3.622e-14 , 1.7667189 , 5.423e-9 , 3.882e-9 , 1.669e-9 , 8.286e-10 , 3.123e-10 , 1.177e-10 , 6.805e-13 , 1.390e-12 , 2.828e-12 , 4.151e-12 , 5.819e-12 , 7.533e-12 , 5.834e-12 , bll , 
110 , 4FGL J0033.9+3858 , 00 33 55.92 , +38 58 17.76 ,  , 6.516642 , 1.928e-10 , 3.803e-11 , PowerLaw , 5.345e-13 , 8.525e-14 , 2.5314107 , 4.857e-9 , 9.763e-10 , 1.945e-10 , 1.246e-11 , 3.804e-12 , 1.340e-12 , 3.046e-17 , 1.109e-12 , 6.305e-13 , 4.439e-13 , 8.047e-14 , 8.684e-14 , 5.859e-14 , bcu , 
111 , 4FGL J0034.0-4116 , 00 34 03.4 , -41 16 14.88 ,  , 9.386996 , 2.247e-10 , 3.384e-11 , PowerLaw , 3.754e-13 , 4.903e-14 , 2.5011864 , 6.511e-9 , 1.224e-9 , 1.628e-10 , 3.113e-11 , 7.542e-12 , 3.597e-12 , 5.736e-14 , 1.491e-12 , 7.932e-13 , 3.728e-13 , 2.017e-13 , 1.727e-13 , 1.589e-13 , bcu , 
112 , 4FGL J0034.3-0534 , 00 34 23.06 , -05 34 51.23 ,  , 51.414593 , 2.691e-9 , 1.079e-10 , PLSuperExpCutoff , 5.631e-12 , 1.781e-13 , 2.21339 , 1.472e-8 , 7.861e-9 , 2.293e-9 , 4.202e-10 , 1.664e-11 , <5.794e-12 , 4.718e-12 , 3.654e-12 , 5.487e-12 , 5.364e-12 , 2.538e-12 , 3.154e-13 , 2.869e-18 , PSR , 
113 , 4FGL J0034.6+6438 , 00 34 38.85 , +64 38 21.48 ,  , 8.751771 , 6.882e-10 , 8.690e-11 , PowerLaw , 1.448e-13 , 1.826e-14 , 2.4075618 , <8.866e-9 , 3.188e-9 , 6.944e-10 , 1.100e-10 , 2.243e-11 , <4.991e-12 , 1.857e-15 , 2.103e-17 , 2.088e-12 , 1.604e-12 , 7.207e-13 , 5.182e-13 , 1.057e-16 ,  , 
