id , BZCAT5 Source name , Other name , BZCAT name , RA (J2000.0) , Dec (J2000.0) , Redshift , Redshiftflag , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density 5.0GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Fermi flux1-100 GeV(ph/cm2/s)
48 , 5BZBJ0015+3536 , SHBLJ001527.9+353639 , BZBJ0015+3536  , 3.86654 , 35.611 ,  ,  , 19.8 , BL Lac , 11 ,  ,  , 1.42 , 
49 , 5BZQJ0015+1700 , CRATESJ001541+170027 , BZQJ0015+1700  , 3.91658 , 17.01139 , 1.709 ,  , 21 , QSO RLoud flat radio sp. , 135 , 139 ,  ,  , 5e-10
50 , 5BZQJ0016-0015 , PKS 0013-00  , BZQJ0016-0015  , 4.04621 , -0.25344 , 1.577 ,  , 19.9 , QSO RLoud flat radio sp. , 1086 , 645 ,  , 0.23 , 4e-10
51 , 5BZQJ0017+8135 , S50014+813  , BZQJ0017+8135  , 4.28525 , 81.58561 , 3.387 ,  , 15.9 , QSO RLoud flat radio sp. , 693 , 551 ,  , 0.77 , 
52 , 5BZQJ0017-0512 , CGRaBSJ0017-0512 , BZQJ0017-0512  , 4.39921 , -5.21156 , 0.227 ,  , 17.6 , QSO RLoud flat radio sp. , 174 , 274 ,  , 0.8 , 1.4e-9
53 , 5BZBJ0017+1451 , SDSSJ001736.90+145101.9 , BZBJ0017+1451  , 4.40375 , 14.85053 , 0.303 ,  , 17.8 , BL Lac , 59 , 58 ,  ,  , 
54 , 5BZQJ0017-2748 , TEX0015-280  ,  , 4.49583 , -27.80586 , 1.169 ,  , 19.3 , QSO RLoud flat radio sp. , 344 , 261 ,  ,  , 
55 , 5BZBJ0018+2947 , RXJ00184+2947  , BZBJ0018+2947  , 4.61579 , 29.79189 , 0.1 ,  ?  , 18.4 , BL Lac , 33 ,  ,  , 5.89 , 2e-10
56 , 5BZBJ0019-8152 , 1RXSJ001928.1-815247 ,  , 4.83575 , -81.88092 ,  ,  , 16.1 , BL Lac , 83 , 59 ,  , 0.51 , 9e-10
57 , 5BZBJ0019+2021 , PKS0017+200  , BZBJ0019+2021  , 4.90767 , 20.36272 ,  ,  , 20.3 , BL Lac , 983 , 710 ,  , 0.17 , 7e-10
58 , 5BZQJ0019+2602 , 4C25.01  , BZQJ0019+2602  , 4.91575 , 26.04789 , 0.284 ,  , 15.8 , QSO RLoud flat radio sp. , 683 , 435 ,  , 1.92 , 
59 , 5BZQJ0019-3031 , PKS0017-307  , BZQJ0019-3031  , 4.92783 , -30.522 , 2.677 ,  , 19.3 , QSO RLoud flat radio sp. , 507 , 649 ,  ,  , 
60 , 5BZQJ0019+7327 , 1Jy0016+731  , BZQJ0019+7327  , 4.94071 , 73.45842 , 1.781 ,  , 18.2 , QSO RLoud flat radio sp. , 1136 , 1583 , 486 , 0.11 , 
61 , 5BZBJ0021-2550 , BZBJ0021-2550  , BZBJ0021-2550  , 5.38558 , -25.847 ,  ,  , 17.5 , BL Lac , 69 , 130 ,  , 0.18 , 9e-10
62 , 5BZBJ0021-0900 , SDSSJ00217-0900  , BZBJ0021-0900  , 5.42604 , -9.01231 , 0.648 ,  , 19.3 , BL Lac , 45 ,  ,  ,  , 
63 , 5BZBJ0022-5140 , 2FGLJ0022.3-5141 ,  , 5.50033 , -51.67339 ,  ,  , 15.9 , BL Lac , 20 ,  ,  , 3.22 , 4e-10
64 , 5BZGJ0022+0006 , 1RXSJ002200.9+000659 , BZBJ0022+0006  , 5.50396 , 0.11611 , 0.306 ,  , 18.6 , BL Lac-galaxy dominated , 2 ,  ,  , 1.01 , 
65 , 5BZQJ0022+4525 , B30019+451  , BZQJ0022+4525  , 5.52758 , 45.42614 , 1.897 ,  , 20.7 , QSO RLoud flat radio sp. , 345 , 283 ,  , 0.59 , 
66 , 5BZBJ0022-1853 , 1FGL_J0022.2-1850 ,  , 5.53863 , -18.893 ,  ,  , 18.6 , BL Lac , 23 ,  ,  , 0.69 , 9e-10
67 , 5BZBJ0022+0608 , PKS 0019+058  , BZBJ0022+0608  , 5.63517 , 6.13456 ,  ,  , 18.5 , BL Lac , 340 , 243 ,  , 0.25 , 2.2e-9
68 , 5BZUJ0023+4456 , S4 0020+44  , BZQJ0023+4456  , 5.89767 , 44.94328 , 2.023 ,  ?  , 21.7 , Blazar Uncertain type , 140 , 201 ,  ,  , 7e-10
69 , 5BZBJ0024+1602 , SDSSJ002401.28+160233.8 , BZBJ0024+1602  , 6.00529 , 16.04278 ,  ,  , 18.9 , BL Lac , 57 , 37 ,  ,  , 
70 , 5BZQJ0024+2439 , GB6B0021+2422  , BZQJ0024+2439  , 6.11387 , 24.65739 , 1.444 ,  , 21.7 , QSO RLoud flat radio sp. , 150 , 192 ,  ,  , 
71 , 5BZQJ0024+0349 , GB6J0024+0349  , BZQJ0024+0349  , 6.18837 , 3.81769 , 0.545 ,  , 19.6 , QSO RLoud flat radio sp. , 22 , 69 ,  ,  , 5e-10
72 , 5BZQJ0024-0412 , PKSB0022-044  , BZQJ0024-0412  , 6.1915 , -4.20047 , 1.946 ,  , 20.5 , QSO RLoud flat radio sp. , 260 , 390 ,  ,  , 
73 , 5BZQJ0025-2227 , CRATESJ002523-222760 ,  , 6.35104 , -22.46322 , 0.834 ,  , 18.7 , QSO RLoud flat radio sp. , 202 , 222 ,  ,  , 
74 , 5BZBJ0026-4601 , 1RXSJ002636.3-460101 , BZBJ0026-4601  , 6.64842 , -46.01936 ,  ,  , 17.5 , BL Lac Candidate , 38 , 47 ,  , 8.01 , 
75 , 5BZQJ0026-1112 , SDSSJ00268-1112  ,  , 6.71429 , -11.21458 , 1.118 ,  , 19.1 , QSO RLoud flat radio sp. , 169 , 145 ,  ,  , 
76 , 5BZQJ0027+2241 , NAB 0024+22  , BZQJ0027+2241  , 6.81404 , 22.69953 , 1.119 ,  , 16.4 , QSO RLoud flat radio sp. , 301 , 299 ,  , 0.5 , 
77 , 5BZGJ0027+2607 , 1WGAJ0027.4+2607 , BZBJ0027+2607  , 6.8625 , 26.11853 , 0.36 ,  , 18.3 , BL Lac-galaxy dominated , 56 , 54 ,  , 0.85 , 
78 , 5BZBJ0028+2408 , BZBJ0028+2408  , BZBJ0028+2408  , 7.14254 , 24.13567 , 0.373 ,  , 18.8 , BL Lac Candidate , 70 , 99 ,  ,  , 
79 , 5BZUJ0028+0035 , GB6B0026+0019  , BZUJ0028+0035  , 7.166 , 0.59481 , 0.687 ,  , 19.6 , Blazar Uncertain type , 89 , 57 ,  ,  , 
80 , 5BZBJ0028-7045 , CRATESJ002841-704522 , BZBJ0028-7045  , 7.17308 , -70.75439 ,  ,  , 16.7 , BL Lac , 94 , 388 ,  ,  , 7e-10
81 , 5BZQJ0029+0509 , 1WGAJ0029.0+0509 , BZQJ0029+0509  , 7.26492 , 5.15967 , 1.633 ,  , 18.5 , QSO RLoud flat radio sp. , 440 , 377 ,  , 0.07 , 
82 , 5BZQJ0029+0554 , PKS0027+056  , BZQJ0029+0554  , 7.44121 , 5.91136 , 1.314 ,  , 18.9 , QSO RLoud flat radio sp. , 294 , 330 ,  , 0.32 , 
83 , 5BZBJ0030-0000 ,  ,  , 7.53283 , -0.002 ,  ,  , 19.5 , BL Lac , 51 , 109 ,  ,  , 
84 , 5BZQJ0030-4224 , PKS 0027-426  , BZQJ0030-4224  , 7.57287 , -42.41289 , 0.495 ,  , 18.2 , QSO RLoud flat radio sp. , 425 , 419 ,  , 0.46 , 1e-9
85 , 5BZQJ0031-3922 , PKS0028-396  ,  , 7.85137 , -39.38039 , 1.298 ,  , 19.8 , QSO RLoud flat radio sp. , 137 , 141 ,  ,  , 
86 , 5BZQJ0031-4108 , PKS 0029-414  , BZQJ0031-4108  , 7.86687 , -41.13769 , 0.896 ,  , 18.2 , QSO RLoud flat radio sp. , 353 , 293 ,  , 0.29 , 
87 , 5BZQJ0032-2649 , 1WGAJ0032.5-2648 , BZQJ0032-2649  , 8.13754 , -26.82172 , 1.47 ,  , 18.4 , QSO RLoud flat radio sp. , 135 , 71 ,  , 0.15 , 
88 , 5BZBJ0032-2849 , 1WGAJ0032.5-2849 , BZBJ0032-2849  , 8.13779 , -28.82231 , 0.324 ,  , 16.2 , BL Lac , 160 , 146 ,  , 0.17 , 
89 , 5BZBJ0033-1921 , SHBLJ003334.2-192133 , BZBJ0033-1921  , 8.39317 , -19.35914 ,  ,  , 16.3 , BL Lac , 19 ,  ,  , 8.43 , 3.1e-9
90 , 5BZQJ0034+2754 , B2.2 0032+27  ,  , 8.68121 , 27.90714 , 2.964 ,  , 18.4 , QSO RLoud flat radio sp. , 828 , 587 ,  ,  , 
91 , 5BZBJ0035+1515 , 1RXSJ003514.9+151513 , BZBJ0035+1515  , 8.81129 , 15.25117 ,  ,  , 16.8 , BL Lac , 18 ,  ,  , 3.02 , 1.1e-9
92 , 5BZBJ0035+5950 , 1ES0033+595  , BZBJ0035+5950  , 8.96925 , 59.83453 ,  ,  , 17.2 , BL Lac , 147 , 123 ,  , 5.41 , 2.4e-9
93 , 5BZQJ0036-0932 , FIRSTJ00361-0932 ,  , 9.02896 , -9.54156 , 1.182 ,  , 18.8 , QSO RLoud flat radio sp. , 108 , 89 ,  ,  , 
94 , 5BZQJ0037-2145 , PKS 0034-220  ,  , 9.31179 , -21.75686 , 2.513 ,  , 19.6 , QSO RLoud flat radio sp. , 161 , 235 ,  ,  , 
95 , 5BZBJ0037+2141 , GB6J0037+2142  , BZBJ0037+2141  , 9.34808 , 21.69814 , 0.598 ,  , 20.9 , BL Lac Candidate , 18 , 128 ,  ,  , 
96 , 5BZBJ0037+1238 , PGC1413300  , BZBJ0037+1238  , 9.462 , 12.63889 ,  ,  , 16 , BL Lac , 75 , 33 ,  , 0.33 , 1.1e-9
97 , 5BZBJ0038+0013 , SDSSJ00381+0013  , BZBJ0038+0013  , 9.53537 , 0.22683 , 0.74 ,  ?  , 19.3 , BL Lac , 96 , 64 ,  ,  , 4e-10
98 , 5BZQJ0038-2459 , PKS 0035-252  , BZQJ0038-2459  , 9.56137 , -24.98394 , 0.498 ,  , 19.1 , QSO RLoud flat radio sp. , 413 , 440 , 508 , 1.37 , 8e-10
99 , 5BZQJ0038-0329 , 1RXSJ003820.3-032953 , BZQJ0038-0329  , 9.58663 , -3.49967 , 1.858 ,  , 17.2 , QSO RLoud flat radio sp. , 225 , 312 ,  , 0.51 , 
100 , 5BZQJ0038+4137 , S4 0035+41  , BZQJ0038+4137  , 9.6035 , 41.61842 , 1.353 ,  , 20.3 , QSO RLoud flat radio sp. , 692 , 1144 ,  , 0.34 , 
101 , 5BZQJ0038+1856 , GB6J0038+1856  , BZQJ0038+1856  , 9.62033 , 18.93825 , 1.193 ,  , 19.5 , QSO RLoud flat radio sp. , 72 , 82 ,  ,  , 
102 , 5BZQJ0039-0942 , TEX0036-099  ,  , 9.77617 , -9.713 , 2.102 ,  , 20.7 , QSO RLoud flat radio sp. , 154 , 216 ,  ,  , 
103 , 5BZQJ0039-1111 , TEX0037-114  ,  , 9.88158 , -11.184 , 0.552 ,  , 19 , QSO RLoud flat radio sp. , 309 , 237 ,  , 0.59 , 
104 , 5BZBJ0039+1411 , GB6J0039+1412  , BZBJ0039+1411  , 9.91504 , 14.19931 , 1.738 ,  ?  , 19.8 , BL Lac Candidate , 266 , 422 ,  ,  , 
105 , 5BZUJ0040+4050 , 1ES0037+405N  , BZUJ0040+4050  , 10.05754 , 40.83464 ,  ,  , 19.9 , Blazar Uncertain type , 47 , 25 ,  , 1.05 , 
106 , 5BZBJ0040-2719 , RXSJ00402-2719  , BZBJ0040-2719  , 10.06837 , -27.31989 , 0.172 ,  , 18 , BL Lac , 160 ,  ,  , 2.82 , 
107 , 5BZGJ0040-2340 , BZUJ0040-2340  , BZUJ0040-2340  , 10.10375 , -23.66683 , 0.213 ,  ?  , 17.3 , BL Lac-galaxy dominated , 53 , 48 ,  , 0.09 , 
108 , 5BZBJ0040-3225 , PKS0038-326  , BZBJ0040-3225  , 10.12771 , -32.42225 ,  ,  , 19.5 , BL Lac , 111 , 159 ,  ,  , 
109 , 5BZQJ0040-0146 , PKS 0038-020  , BZQJ0040-0146  , 10.24004 , -1.77553 , 1.178 ,  , 18.3 , QSO RLoud flat radio sp. , 573 , 581 ,  , 0.36 , 
110 , 5BZQJ0042-4030 , PKSB0039-407  , BZQJ0042-4030  , 10.505 , -40.51089 , 2.478 ,  , 19.3 , QSO RLoud flat radio sp. , 190 , 271 ,  ,  , 
111 , 5BZQJ0042+2320 , GC0039+23  , BZQJ0042+2320  , 10.51896 , 23.33369 , 1.426 ,  , 20.6 , QSO RLoud flat radio sp. , 1269 , 1604 ,  ,  , 8e-10
112 , 5BZBJ0042+3641 , 1RXSJ004208.1+364115 , BZBJ0042+3641  , 10.53375 , 36.68694 ,  ,  , 18.5 , BL Lac , 12 , 12 ,  , 1.52 , 
113 , 5BZQJ0042+1509 , GB6J0042+1509  , BZQJ0042+1509  , 10.55658 , 15.15428 , 1.159 ,  , 20.7 , QSO RLoud flat radio sp. , 156 , 142 ,  , 0.36 , 
114 , 5BZQJ0042+1009 , GB6J0042+1009  , BZQJ0042+1009  , 10.68483 , 10.16375 , 1.657 ,  , 22.1 , QSO RLoud flat radio sp. , 232 , 250 ,  ,  , 
115 , 5BZUJ0043-2639 , Q 0040-2655  , BZUJ0043-2639  , 10.84467 , -26.65167 , 0.451 ,  , 17.3 , Blazar Uncertain type , 78 , 81 ,  , 0.37 , 
116 , 5BZQJ0043+0025 , PKS 0041+001  , BZQJ0043+0025  , 10.88629 , 0.41667 , 1.128 ,  , 19.2 , QSO RLoud flat radio sp. , 123 , 95 ,  ,  , 
117 , 5BZQJ0043+3426 , BZQJ0043+3426  , BZQJ0043+3426  , 10.95371 , 34.44053 , 0.966 ,  , 19.9 , QSO RLoud flat radio sp. , 93 , 58 ,  ,  , 1.9e-9
118 , 5BZQJ0044-3752 ,  ,  , 11.07104 , -37.88311 , 0.483 ,  , 19.3 , QSO RLoud flat radio sp. , 19 , 66 ,  ,  , 
119 , 5BZQJ0044-8422 , BZQJ0044-8422  , BZQJ0044-8422  , 11.11067 , -84.37778 , 1.032 ,  , 17.8 , QSO RLoud flat radio sp. , 530 , 568 ,  ,  , 7e-10
120 , 5BZBJ0045+2127 , RXJ00453+2127  , BZBJ0045+2127  , 11.33033 , 21.46114 ,  ,  , 16.8 , BL Lac , 49 , 46 ,  , 1.85 , 1.5e-9
121 , 5BZQJ0045-2243 , BZQJ0045-2243  , BZQJ0045-2243  , 11.41496 , -22.73197 , 1.538 ,  , 16.7 , QSO RLoud flat radio sp. , 156 , 135 ,  , 0.52 , 
122 , 5BZBJ0045+1217 , 1RXSJ004544.0+121723 ,  , 11.43054 , 12.28661 ,  ,  , 17.4 , BL Lac , 104 , 62 ,  , 0.56 , 1e-9
123 , 5BZQJ0046+3900 , BZQJ0046+3900  , BZQJ0046+3900  , 11.69812 , 39.01317 , 0.958 ,  , 20.9 , QSO RLoud flat radio sp. , 195 , 200 ,  ,  , 
124 , 5BZBJ0047+5657 , GB6B0044+5641  , BZUJ0047+5657  , 11.75179 , 56.96178 ,  ,  , 18.9 , BL Lac , 190 , 273 ,  ,  , 2e-9
125 , 5BZBJ0047+2017 , EXO0044.4+2001  ,  , 11.79079 , 20.29153 ,  ,  , 16.9 , BL Lac Candidate , 100 , 79 ,  , 3.18 , 
126 , 5BZQJ0047+2435 , CRATESJ004743+243503 , BZQJ0047+2435  , 11.93279 , 24.58775 , 0.62 ,  , 19.6 , QSO RLoud flat radio sp. , 268 , 317 ,  ,  , 
127 , 5BZQJ0047-8256 , PKS 0047-832  ,  , 11.96412 , -82.94706 , 1.112 ,  , 16.8 , QSO RLoud flat radio sp. , 204 , 335 ,  ,  , 
128 , 5BZBJ0047+3948 , 5C 3.178  , BZBJ0047+3948  , 11.98008 , 39.816 , 0.252 ,  , 17.3 , BL Lac , 92 , 54 ,  , 0.22 , 
129 , 5BZQJ0048+2235 , 2FGLJ0047.9+2232 , BZQJ0048+2235  , 12.01087 , 22.59008 , 1.161 ,  , 18.6 , QSO RLoud flat radio sp. , 84 , 67 ,  , 0.05 , 1.5e-9
130 , 5BZGJ0048+3157 , MARK 348  , BZUJ0048+3157  , 12.19642 , 31.957 , 0.015 ,  , 13.1 , BL Lac-galaxy dominated , 292 , 302 ,  , 0.12 , 
131 , 5BZUJ0049-4457 , RXSJ00492-4457  , BZUJ0049-4457  , 12.31917 , -44.95306 , 0.121 ,  , 15.8 , Blazar Uncertain type , 206 , 182 ,  , 2.31 , 
132 , 5BZQJ0049-3116 , PKS 0046-315  , BZQJ0049-3116  , 12.34537 , -31.27425 , 2.721 ,  , 17.7 , QSO RLoud flat radio sp. , 161 , 139 ,  ,  , 
133 , 5BZQJ0049-2509 , TEX0047-254  , BZQJ0049-2509  , 12.39054 , -25.15944 , 1.472 ,  , 21.5 , QSO RLoud flat radio sp. , 95 , 68 ,  , 0.05 , 
134 , 5BZQJ0049+5128 , 1RXSJ004937.7+512821 , BZQJ0049+5128  , 12.40813 , 51.47056 , 0.87 ,  , 20.8 , QSO RLoud flat radio sp. , 144 , 284 , 585 , 0.37 , 
135 , 5BZBJ0049+0237 , PKS 0047+023  , BZBJ0049+0237  , 12.43008 , 2.61775 ,  ,  , 18.5 , BL Lac , 425 , 294 ,  , 0.29 , 7e-10
136 , 5BZQJ0049-5738 , PKS0047-579  , BZQJ0049-5738  , 12.49796 , -57.64075 , 1.797 ,  , 16.5 , QSO RLoud flat radio sp. , 2111 , 1338 ,  , 0.47 , 5e-10
137 , 5BZQJ0050-0452 , PKS 0047-051  , BZQJ0050-0452  , 12.58971 , -4.87231 , 0.922 ,  , 19.3 , QSO RLoud flat radio sp. , 254 , 229 ,  ,  , 5e-10
138 , 5BZBJ0050-0929 , PKS0048-09  , BZBJ0050-0929  , 12.67208 , -9.48469 ,  ,  , 15.8 , BL Lac , 814 , 931 , 333 , 2.33 , 3.9e-9
139 , 5BZQJ0051-0650 , PKS0048-71  , BZQJ0051-0650  , 12.78417 , -6.83386 , 1.975 ,  , 19.5 , QSO RLoud flat radio sp. , 905 , 841 , 1073 , 0.27 , 1.2e-9
140 , 5BZQJ0051-4226 , PKS0048-427  , BZQJ0051-4226  , 12.7895 , -42.44244 , 1.749 ,  , 19.5 , QSO RLoud flat radio sp. , 676 , 926 ,  , 0.23 , 
141 , 5BZBJ0051-6242 , 1RXSJ005117.7-624154 ,  , 12.81937 , -62.70122 ,  ,  , 16.7 , BL Lac , 43 ,  ,  , 2.89 , 1.4e-9
142 , 5BZQJ0052+4402 , BZQJ0052+4402  , BZQJ0052+4402  , 13.11592 , 44.0485 , 2.624 ,  , 18 , QSO RLoud flat radio sp. , 146 , 204 ,  ,  , 
143 , 5BZQJ0052-2825 , Q 0050-2842  , BZQJ0052-2825  , 13.21892 , -28.43167 , 1.643 ,  , 19 , QSO RLoud flat radio sp. , 224 , 179 ,  , 0.25 , 
144 , 5BZBJ0054-2455 , 2FGLJ0055.0-2454 ,  , 13.69475 , -24.92472 ,  ,  , 16.9 , BL Lac , 24 ,  ,  , 1.83 , 4e-10
145 , 5BZGJ0056-0936 , IPC0053-0952  , BZBJ0056-0936  , 14.08358 , -9.6085 , 0.103 ,  , 15.2 , BL Lac-galaxy dominated , 199 , 145 ,  , 4.2 , 
146 , 5BZBJ0056-2117 , 1RXSJ005634.0-211652 ,  , 14.13446 , -21.28553 ,  ,  , 16.7 , BL Lac , 90 , 125 ,  , 0.46 , 5e-10
147 , 5BZBJ0056+1625 , BZBJ0056+1625  , BZBJ0056+1625  , 14.23025 , 16.42042 , 0.206 ,  , 20.9 , BL Lac Candidate , 125 , 347 ,  ,  , 
148 , 5BZQJ0057-0024 , PKS 0054-006  , BZQJ0057-0024  , 14.32075 , -0.40906 , 2.747 ,  , 19.1 , QSO RLoud flat radio sp. , 134 , 181 ,  ,  , 
149 , 5BZBJ0057-2212 , 1WGAJ0057.3-2212 , BZBJ0057-2212  , 14.33021 , -22.21031 ,  ,  , 20.6 , BL Lac , 98 , 70 ,  , 0.06 , 
150 , 5BZBJ0058-3234 , 2FGLJ0057.9-3236 , BZBJ0058-3234  , 14.50925 , -32.57239 ,  ,  , 18.8 , BL Lac , 186 , 221 ,  , 0.09 , 9e-10
151 , 5BZQJ0058-0539 , PKS 0055-059  ,  , 14.52113 , -5.66453 , 1.246 ,  , 18.6 , QSO RLoud flat radio sp. , 742 , 641 ,  ,  , 
152 , 5BZBJ0058+1723 , RXJ00582+1723  , BZBJ0058+1723  , 14.56992 , 17.38708 ,  ,  , 19.1 , BL Lac , 9 ,  ,  , 3.88 , 
153 , 5BZUJ0058+3311 , GC0055+32  , BZUJ0058+3311  , 14.63358 , 33.18817 , 1.369 ,  , 20.9 , Blazar Uncertain type , 161 , 152 ,  ,  , 8e-10
154 , 5BZQJ0058+0620 , GB6J0058+0620  , BZQJ0058+0620  , 14.64083 , 6.33511 , 0.592 ,  , 20.9 , QSO RLoud flat radio sp. , 90 , 222 ,  , 0.31 , 
155 , 5BZUJ0058-5659 , 1Jy0056-572  ,  , 14.69408 , -56.98653 ,  ,  , 17.4 , Blazar Uncertain type , 485 , 176 , 663 , 1.38 , 6e-10
156 , 5BZBJ0058-5219 , PKS 0056-525  , BZBJ0058-5219  , 14.73271 , -52.32447 ,  ,  , 20.2 , BL Lac , 86 , 117 ,  ,  , 
157 , 5BZQJ0059+0006 , 1Jy0056-001  , BZQJ0059+0006  , 14.77296 , 0.11436 , 0.719 ,  , 17.5 , QSO RLoud flat radio sp. , 2510 , 1348 ,  , 0.47 , 
158 , 5BZGJ0059-0150 , 2FGLJ0059.2-0151 ,  , 14.8205 , -1.83825 , 0.114 ,  , 17.1 , BL Lac-galaxy dominated , 18 ,  ,  , 1.01 , 2e-10
159 , 5BZQJ0100-3337 , PKS0057-338  , BZQJ0100-3337  , 15.03871 , -33.62561 , 0.874 ,  , 19.4 , QSO RLoud flat radio sp. , 70 , 127 ,  , 0.07 , 
160 , 5BZUJ0100+0745 , BZUJ0100+0745  , BZUJ0100+0745  , 15.08667 , 7.76428 ,  ,  , 21.3 , Blazar Uncertain type , 99 , 101 ,  ,  , 2e-9
161 , 5BZQJ0100+3345 , GB6B0057+3329  , BZQJ0100+3345  , 15.15954 , 33.75172 , 2.144 ,  , 19.7 , QSO RLoud flat radio sp. , 84 , 119 ,  ,  , 
162 , 5BZBJ0100-0055 , BZBJ0100-0055  , BZBJ0100-0055  , 15.24242 , -0.92983 ,  ,  , 18.7 , BL Lac , 33 ,  ,  ,  , 
163 , 5BZQJ0102-8012 , PKS0101-804  , BZQJ0102-8012  , 15.56175 , -80.21094 , 1.169 ,  , 19.8 , QSO RLoud flat radio sp. , 113 , 359 ,  , 0.17 , 
164 , 5BZQJ0102-7546 , PKS 0101-76  , BZQJ0102-7546  , 15.5775 , -75.78083 , 1.017 ,  , 17.8 , QSO RLoud flat radio sp. , 184 , 307 ,  , 0.28 , 
165 , 5BZQJ0102+4214 , BZQJ0102+4214  , BZQJ0102+4214  , 15.613 , 42.23869 , 0.874 ,  , 18.7 , QSO RLoud flat radio sp. , 43 , 121 ,  ,  , 8e-10
166 , 5BZUJ0102+5824 , PLCKERC217G124.41-04.43 , BZUJ0102+5824  , 15.69067 , 58.40308 , 0.644 ,  ?  , 19 , Blazar Uncertain type , 849 , 2968 , 1376 , 0.79 , 2.8e-9
167 , 5BZQJ0102-2646 , HBQS0100-27  , BZQJ0102-2646  , 15.73475 , -26.77669 , 1.597 ,  , 17.5 , QSO RLoud flat radio sp. , 291 , 201 ,  , 0.51 , 
168 , 5BZGJ0103+1526 , CRATESJ010327+152607 , BZBJ0103+1526  , 15.85838 , 15.44022 , 0.246 ,  , 17.2 , BL Lac-galaxy dominated , 225 , 199 ,  ,  , 
169 , 5BZGJ0103+4322 , BZBJ0103+4322  , BZBJ0103+4322  , 15.87021 , 43.38331 ,  ,  , 19.2 , BL Lac-galaxy dominated , 40 , 41 ,  ,  , 
170 , 5BZUJ0103-6439 , PKS 0101-649  , BZQJ0103-6439  , 15.8905 , -64.65211 , 0.163 ,  , 14.9 , Blazar Uncertain type , 153 , 395 ,  , 1.92 , 
171 , 5BZQJ0104-2416 , PCCS1353G170.52-85.82 , BZQJ0104-2416  , 16.2425 , -24.27456 , 1.747 ,  , 19.9 , QSO RLoud flat radio sp. , 235 , 412 , 617 ,  , 8e-10
172 , 5BZBJ0105+3928 , GB6B0102+3912  , BZUJ0105+3928  , 16.28875 , 39.47092 , 0.44 ,  ?  , 18.2 , BL Lac , 91 , 46 ,  ,  , 6e-10
173 , 5BZUJ0106+3402 , B20103+33  , BZBJ0106+3402  , 16.50121 , 34.03417 , 0.579 ,  , 24.1 , Blazar Uncertain type , 348 , 245 ,  ,  , 
174 , 5BZGJ0106+2539 , CRATESJ010610+253928 , BZUJ0106+2539  , 16.54571 , 25.65847 , 0.199 ,  , 17.4 , BL Lac-galaxy dominated , 130 , 214 ,  ,  , 
175 , 5BZQJ0106-0155 , PKS 0103-021  ,  , 16.59579 , -1.92733 , 2.194 ,  , 19.2 , QSO RLoud flat radio sp. , 603 , 333 ,  ,  , 
176 , 5BZQJ0106-2718 , PKS 0104-275  , BZQJ0106-2718  , 16.60867 , -27.30328 , 2.486 ,  , 18.6 , QSO RLoud flat radio sp. , 455 , 843 ,  ,  , 
177 , 5BZQJ0106-1034 , 1RXSJ010644.5-103357 , BZQJ0106-1034  , 16.68396 , -10.56953 , 0.469 ,  , 18.1 , QSO RLoud flat radio sp. , 276 , 188 ,  , 0.85 , 
178 , 5BZQJ0106-4034 , PKS0104-408  , BZQJ0106-4034  , 16.68796 , -40.57222 , 0.584 ,  , 18.9 , QSO RLoud flat radio sp. , 662 , 2584 , 625 , 0.54 , 
179 , 5BZQJ0107+2611 , CRATESJ010748+261107 , BZQJ0107+2611  , 16.9495 , 26.18572 , 0.522 ,  , 21.3 , QSO RLoud flat radio sp. , 190 , 344 ,  ,  , 
180 , 5BZQJ0108-0037 , PKS 0105-008  ,  , 17.11183 , -0.62339 , 1.374 ,  , 17.3 , QSO RLoud flat radio sp. , 933 , 669 ,  ,  , 
181 , 5BZQJ0108+0135 , PKS0106+01  , BZQJ0108+0135  , 17.16154 , 1.58342 , 2.099 ,  , 18.1 , QSO RLoud flat radio sp. , 2621 , 4180 , 1634 , 0.22 , 6.4e-9
182 , 5BZBJ0109+1816 , CRATESJ010907+181555 , BZBJ0109+1816  , 17.28408 , 18.26875 ,  ,  , 16.9 , BL Lac , 90 , 69 ,  , 4.51 , 5e-10
183 , 5BZQJ0109+6133 , IRAS01065+6117  ,  , 17.44308 , 61.55847 , 0.783 ,  , 19.4 , QSO RLoud flat radio sp. , 305 , 414 , 664 , 0.33 , 5e-10
184 , 5BZGJ0110+4149 , GB6B0107+4134  , BZBJ0110+4149  , 17.51996 , 41.83081 , 0.096 ,  , 15.7 , BL Lac-galaxy dominated , 85 , 40 ,  , 1.17 , 
185 , 5BZBJ0110-0047 , SDSSJ01102-0047  , BZBJ0110-0047  , 17.55275 , -0.79633 , 0.548 ,  , 19.8 , BL Lac , 29 ,  ,  ,  , 
186 , 5BZUJ0110+6805 , GB6B0106+6749  , BZUJ0110+6805  , 17.55362 , 68.09478 ,  ,  , 16.5 , Blazar Uncertain type , 1715 , 934 ,  , 0.28 , 1.9e-9
187 , 5BZBJ0110-0415 , CRATESJ011031-041529 ,  , 17.62875 , -4.25861 ,  ,  , 18.2 , BL Lac , 164 , 201 ,  , 0.48 , 
