id , Source Name , 1-100 GeV Flux (ph cm-2 s-1) , 1-100 GeV Flux Error (ph cm-2 s-1) , 0.1-100 GeV Energy Flux (erg cm-2 s-1) , 0.1-100 GeV Energy Flux Error (erg cm-2 s-1) , Spectrum Type , Flux 1-3 GeV (ph/cm2/s) , Flux 3-10 GeV (ph/cm2/s) , Flux 10-30 GeV (ph/cm2/s) , Flux 30-300 GeV (ph/cm2/s) , NuFNu 1-3 GeV (erg /cm2/s) , NuFNu 3-10 GeV (erg /cm2/s) , NuFNu 10-30 GeV (erg /cm2/s) , NuFNu 30-300 GeV (erg /cm2/s)
40 , 4FGL J0009.8-4317 , 2.161e-10 , 3.284e-11 , 2.428e-12 , 3.658e-13 , PowerLaw , 1.348e-10 , 3.952e-11 , 2.624e-11 , <5.570e-12 , 3.194e-13 , 2.668e-13 , 6.216e-13 , 6.777e-17
41 , 4FGL J0010.6+2043 , 1.587e-10 , 3.749e-11 , 1.950e-12 , 4.421e-13 , PowerLaw , 1.257e-10 , 3.956e-11 , <8.012e-12 , <4.906e-12 , 2.930e-13 , 2.617e-13 , 6.447e-17 , 4.649e-19
42 , 4FGL J0010.6-3025 , 3.324e-10 , 4.006e-11 , 4.523e-12 , 4.407e-13 , PowerLaw , 3.502e-10 , 2.618e-11 , 5.712e-12 , <5.112e-12 , 8.073e-13 , 1.711e-13 , 1.316e-13 , 7.153e-19
43 , 4FGL J0010.8-2154 , 1.050e-10 , 2.979e-11 , 1.537e-12 , 3.789e-13 , PowerLaw , 1.022e-10 , 1.306e-11 , 3.722e-12 , 2.495e-12 , 2.341e-13 , 8.471e-14 , 8.526e-14 , 1.105e-13
44 , 4FGL J0011.4+0057 , 4.754e-10 , 5.169e-11 , 5.855e-12 , 5.835e-13 , PowerLaw , 3.477e-10 , 1.276e-10 , 9.730e-12 , 3.778e-13 , 8.099e-13 , 8.439e-13 , 2.266e-13 , 1.781e-14
45 , 4FGL J0011.8-3142 , 1.123e-10 , 2.941e-11 , 1.263e-12 , 3.232e-13 , PowerLaw , 5.061e-11 , 3.425e-11 , 1.067e-11 , 3.261e-12 , 1.219e-13 , 2.359e-13 , 2.571e-13 , 1.760e-13
46 , 4FGL J0012.0+7043 , 4.316e-10 , 6.025e-11 , 6.172e-12 , 1.098e-12 , PowerLaw , 3.317e-10 , 7.399e-11 , 1.460e-11 , <4.593e-12 , 7.612e-13 , 4.809e-13 , 3.350e-13 , 1.850e-15
47 , 4FGL J0013.1-3955 , 4.487e-10 , 4.337e-11 , 4.985e-12 , 4.848e-13 , PowerLaw , 3.421e-10 , 8.985e-11 , 4.190e-11 , 5.722e-13 , 8.181e-13 , 6.133e-13 , 1.002e-12 , 2.994e-14
48 , 4FGL J0013.6+4051 , 1.807e-10 , 3.529e-11 , 2.080e-12 , 4.206e-13 , PowerLaw , 1.554e-10 , 3.309e-11 , 2.987e-12 , 7.116e-12 , 3.658e-13 , 2.216e-13 , 7.030e-14 , 3.495e-13
49 , 4FGL J0013.6-0424 , 1.740e-10 , 3.967e-11 , 2.213e-12 , 6.459e-13 , PowerLaw , 1.177e-10 , 2.851e-11 , 1.172e-11 , <7.378e-12 , 2.730e-13 , 1.877e-13 , 2.719e-13 , 6.304e-16
50 , 4FGL J0013.9-1854 , 2.793e-10 , 3.925e-11 , 3.148e-12 , 4.548e-13 , PowerLaw , 1.856e-10 , 8.143e-11 , 2.025e-11 , 7.531e-12 , 4.474e-13 , 5.613e-13 , 4.882e-13 , 4.077e-13
51 , 4FGL J0014.1+1910 , 1.938e-10 , 3.749e-11 , 2.296e-12 , 4.346e-13 , PowerLaw , 1.739e-10 , 4.475e-11 , <6.221e-12 , <5.025e-12 , 4.072e-13 , 2.979e-13 , 6.666e-18 , 1.321e-20
52 , 4FGL J0014.1-5022 , 2.576e-10 , 3.691e-11 , 2.884e-12 , 4.200e-13 , PowerLaw , 2.020e-10 , 5.733e-11 , 2.369e-11 , <5.751e-12 , 4.859e-13 , 3.940e-13 , 5.698e-13 , 1.217e-16
53 , 4FGL J0014.2+0854 , 1.824e-10 , 4.409e-11 , 2.680e-12 , 6.282e-13 , PowerLaw , 1.767e-10 , 3.077e-11 , <7.210e-12 , 3.916e-12 , 4.046e-13 , 1.995e-13 , 4.817e-20 , 1.732e-13
54 , 4FGL J0014.3-0500 , 4.048e-10 , 5.287e-11 , 5.089e-12 , 7.943e-13 , PowerLaw , 2.078e-10 , 9.895e-11 , 2.042e-11 , <5.167e-12 , 4.828e-13 , 6.526e-13 , 4.744e-13 , 2.645e-17
55 , 4FGL J0014.7+5801 , 2.497e-10 , 5.304e-11 , 3.251e-12 , 5.715e-13 , PowerLaw , 6.047e-11 , 8.099e-11 , 3.575e-11 , 1.363e-11 , 1.491e-13 , 5.735e-13 , 8.816e-13 , 8.111e-13
56 , 4FGL J0014.8+6118 , 6.893e-10 , 1.026e-10 , 5.625e-12 , 8.217e-13 , LogParabola , 3.835e-10 , 2.033e-10 , 7.516e-11 , 8.796e-12 , 9.948e-13 , 1.418e-12 , 1.720e-12 , 3.003e-13
57 , 4FGL J0014.9+3212 , 2.236e-10 , 4.366e-11 , 4.029e-12 , 5.445e-13 , LogParabola , 1.838e-10 , 1.411e-11 , <7.883e-12 , <3.978e-12 , 3.902e-13 , 7.857e-14 , 1.802e-17 , 9.595e-17
58 , 4FGL J0015.2+3537 , 1.301e-10 , 3.387e-11 , 1.445e-12 , 3.777e-13 , PowerLaw , 6.665e-11 , 2.469e-11 , 1.250e-11 , 2.749e-12 , 1.591e-13 , 1.682e-13 , 2.985e-13 , 1.429e-13
59 , 4FGL J0015.6+5551 , 3.486e-10 , 5.774e-11 , 4.021e-12 , 5.942e-13 , PowerLaw , 2.075e-10 , 7.597e-11 , 2.775e-11 , 1.918e-11 , 5.032e-13 , 5.273e-13 , 6.728e-13 , 1.064e-12
60 , 4FGL J0015.9+2440 , 2.165e-10 , 3.742e-11 , 2.444e-12 , 4.401e-13 , PowerLaw , 8.937e-11 , 6.761e-11 , 6.571e-12 , 5.886e-12 , 2.113e-13 , 4.554e-13 , 1.554e-13 , 2.945e-13
61 , 4FGL J0016.2-0016 , 4.754e-10 , 5.162e-11 , 9.950e-12 , 6.765e-13 , LogParabola , 5.202e-10 , <1.504e-11 , 3.664e-12 , <4.987e-12 , 1.121e-12 , 9.008e-20 , 7.383e-14 , 4.338e-17
62 , 4FGL J0016.5+1702 , 1.764e-10 , 3.901e-11 , 3.084e-12 , 5.426e-13 , PowerLaw , 2.140e-10 , 1.098e-11 , <5.815e-12 , 3.220e-12 , 4.840e-13 , 7.014e-14 , 1.459e-19 , 1.363e-13
63 , 4FGL J0017.0-0649 , 3.394e-10 , 4.544e-11 , 4.451e-12 , 5.294e-13 , PowerLaw , 2.476e-10 , 6.979e-11 , 8.961e-12 , 3.470e-12 , 5.727e-13 , 4.579e-13 , 2.073e-13 , 1.593e-13
64 , 4FGL J0017.1-4605 , 1.068e-10 , 2.769e-11 , 2.424e-12 , 4.150e-13 , PowerLaw , 9.061e-11 , 1.746e-11 , <6.174e-12 , <4.434e-12 , 2.017e-13 , 1.095e-13 , 1.096e-14 , 4.456e-17
65 , 4FGL J0017.5-0514 , 8.684e-10 , 6.541e-11 , 1.220e-11 , 8.883e-13 , LogParabola , 7.179e-10 , 8.754e-11 , 2.331e-11 , <5.792e-12 , 1.610e-12 , 5.388e-13 , 4.997e-13 , 6.675e-17
66 , 4FGL J0017.8+1455 , 2.450e-10 , 4.105e-11 , 2.782e-12 , 4.571e-13 , PowerLaw , 1.843e-10 , 6.554e-11 , 1.067e-11 , 2.237e-12 , 4.351e-13 , 4.406e-13 , 2.520e-13 , 1.112e-13
67 , 4FGL J0018.4+2946 , 2.612e-10 , 3.993e-11 , 3.487e-12 , 5.405e-13 , PowerLaw , 1.489e-10 , 8.867e-11 , 2.108e-11 , 2.141e-11 , 3.681e-13 , 6.298e-13 , 5.210e-13 , 1.288e-12
68 , 4FGL J0019.2-5640 , 2.029e-10 , 3.120e-11 , 2.405e-12 , 3.549e-13 , PowerLaw , 1.430e-10 , 4.861e-11 , 1.028e-11 , <4.992e-12 , 3.347e-13 , 3.236e-13 , 2.407e-13 , 2.705e-17
69 , 4FGL J0019.3-8152 , 5.311e-10 , 4.976e-11 , 5.914e-12 , 5.547e-13 , PowerLaw , 3.508e-10 , 1.235e-10 , 4.697e-11 , 3.650e-12 , 8.345e-13 , 8.377e-13 , 1.117e-12 , 1.870e-13
70 , 4FGL J0019.6+7327 , 1.271e-9 , 7.915e-11 , 2.112e-11 , 1.445e-12 , PowerLaw , 1.064e-9 , 2.126e-10 , 4.798e-12 , <3.856e-12 , 2.414e-12 , 1.363e-12 , 1.089e-13 , 6.683e-17
71 , 4FGL J0019.6+2022 , 2.784e-10 , 4.087e-11 , 3.133e-12 , 4.518e-13 , PowerLaw , 2.448e-10 , 5.923e-11 , 6.160e-12 , 2.194e-12 , 5.794e-13 , 3.995e-13 , 1.458e-13 , 1.103e-13
72 , 4FGL J0021.0+0322 , 1.683e-10 , 3.714e-11 , 1.985e-12 , 4.313e-13 , PowerLaw , 8.858e-11 , 5.062e-11 , 1.872e-11 , 4.481e-12 , 2.157e-13 , 3.531e-13 , 4.559e-13 , 2.528e-13
73 , 4FGL J0021.5-2552 , 6.293e-10 , 5.070e-11 , 7.006e-12 , 5.471e-13 , PowerLaw , 4.743e-10 , 1.658e-10 , 2.407e-11 , 1.235e-11 , 1.129e-12 , 1.125e-12 , 5.727e-13 , 6.335e-13
74 , 4FGL J0021.6-0855 , 1.471e-10 , 3.548e-11 , 1.858e-12 , 4.180e-13 , PowerLaw , 1.664e-10 , 2.238e-11 , <7.662e-12 , <5.032e-12 , 3.865e-13 , 1.475e-13 , 8.779e-17 , 3.458e-18
75 , 4FGL J0021.9-5140 , 6.212e-10 , 4.682e-11 , 6.904e-12 , 5.277e-13 , PowerLaw , 4.821e-10 , 1.338e-10 , 5.157e-11 , 1.424e-11 , 1.154e-12 , 9.142e-13 , 1.234e-12 , 7.475e-13
76 , 4FGL J0022.0+0006 , 1.065e-10 , 3.769e-11 , 1.909e-12 , 5.007e-13 , PowerLaw , 9.252e-11 , 1.100e-11 , 1.048e-11 , 2.415e-11 , 2.343e-13 , 8.045e-14 , 2.655e-13 , 1.614e-12
77 , 4FGL J0022.0-5921 , 2.662e-10 , 3.446e-11 , 4.105e-12 , 4.181e-13 , PowerLaw , 2.050e-10 , 4.952e-11 , 7.609e-12 , <4.596e-12 , 4.678e-13 , 3.196e-13 , 1.736e-13 , 5.545e-18
78 , 4FGL J0022.1-1854 , 8.329e-10 , 5.850e-11 , 9.491e-12 , 7.325e-13 , PowerLaw , 6.302e-10 , 2.725e-10 , 3.427e-11 , 2.631e-11 , 1.524e-12 , 1.886e-12 , 8.287e-13 , 1.443e-12
79 , 4FGL J0022.5+0608 , 1.901e-9 , 8.583e-11 , 2.151e-11 , 8.768e-13 , PowerLaw , 1.474e-9 , 4.211e-10 , 8.448e-11 , 1.461e-11 , 3.484e-12 , 2.834e-12 , 1.996e-12 , 7.292e-13
80 , 4FGL J0023.4+0920 , 1.219e-9 , 8.755e-11 , 7.603e-12 , 6.652e-13 , PLSuperExpCutoff , 1.004e-9 , 1.551e-10 , 1.319e-11 , <5.693e-12 , 2.356e-12 , 8.833e-13 , 2.499e-13 , 6.037e-16
81 , 4FGL J0023.6-4209 , 1.191e-10 , 3.005e-11 , 1.332e-12 , 3.308e-13 , PowerLaw , 9.140e-11 , 2.603e-11 , <7.904e-12 , 9.664e-12 , 2.197e-13 , 1.788e-13 , 1.730e-16 , 5.170e-13
82 , 4FGL J0023.7-6820 , 2.341e-10 , 3.187e-11 , 5.013e-12 , 4.570e-13 , PowerLaw , 1.857e-10 , 3.940e-11 , <4.362e-12 , <4.657e-12 , 4.149e-13 , 2.480e-13 , 2.069e-17 , 3.985e-17
83 , 4FGL J0023.7+4457 , 4.234e-10 , 4.614e-11 , 5.840e-12 , 5.409e-13 , PowerLaw , 3.824e-10 , 5.520e-11 , 6.850e-12 , 2.326e-12 , 8.803e-13 , 3.601e-13 , 1.577e-13 , 1.049e-13
84 , 4FGL J0023.9+1603 , 2.663e-10 , 4.230e-11 , 2.958e-12 , 4.696e-13 , PowerLaw , 2.146e-10 , 8.039e-11 , 1.294e-11 , <5.115e-12 , 5.124e-13 , 5.477e-13 , 3.088e-13 , 7.163e-18
85 , 4FGL J0024.0-7204 , 4.419e-9 , 1.209e-10 , 2.614e-11 , 7.976e-13 , LogParabola , 3.637e-9 , 7.938e-10 , 1.897e-11 , 2.661e-12 , 8.580e-12 , 4.849e-12 , 3.853e-13 , 7.398e-14
86 , 4FGL J0024.1+2402 , 1.949e-10 , 3.662e-11 , 2.166e-12 , 4.065e-13 , PowerLaw , 7.201e-11 , 5.615e-11 , 2.258e-11 , <6.555e-12 , 1.721e-13 , 3.830e-13 , 5.397e-13 , 1.967e-16
87 , 4FGL J0024.4+4647 , 1.813e-10 , 3.715e-11 , 2.877e-12 , 5.470e-13 , PowerLaw , 9.835e-11 , 4.236e-11 , <6.417e-12 , 2.904e-12 , 2.239e-13 , 2.727e-13 , 1.002e-15 , 1.258e-13
88 , 4FGL J0024.7+0349 , 1.846e-10 , 3.780e-11 , 2.412e-12 , 4.963e-13 , PowerLaw , 1.276e-10 , 3.668e-11 , 6.142e-12 , <5.753e-12 , 2.953e-13 , 2.407e-13 , 1.421e-13 , 2.540e-21
89 , 4FGL J0025.2-2231 , 1.116e-10 , 2.843e-11 , 1.476e-12 , 3.774e-13 , PowerLaw , 1.519e-11 , 2.943e-11 , <5.279e-12 , 3.531e-12 , 3.512e-14 , 1.929e-13 , 2.030e-17 , 1.616e-13
90 , 4FGL J0025.3+6408 , 8.618e-10 , 9.533e-11 , 9.668e-12 , 1.136e-12 , PowerLaw , 7.548e-10 , 1.815e-10 , 5.250e-11 , 5.204e-12 , 1.789e-12 , 1.226e-12 , 1.244e-12 , 2.627e-13
91 , 4FGL J0025.4-4838 , 1.832e-10 , 3.468e-11 , 2.046e-12 , 3.913e-13 , PowerLaw , 1.928e-10 , 2.987e-11 , 1.291e-11 , <4.985e-12 , 4.578e-13 , 2.022e-13 , 3.066e-13 , 1.612e-17
92 , 4FGL J0025.7-4801 , 3.650e-10 , 4.158e-11 , 4.191e-12 , 4.603e-13 , PowerLaw , 2.782e-10 , 1.006e-10 , 1.049e-11 , <4.748e-12 , 6.552e-13 , 6.744e-13 , 2.470e-13 , 2.559e-17
93 , 4FGL J0026.1-0732 , 1.530e-10 , 3.754e-11 , 1.700e-12 , 4.180e-13 , PowerLaw , 6.744e-11 , 5.692e-11 , <6.121e-12 , 9.010e-12 , 1.610e-13 , 3.877e-13 , 6.968e-17 , 4.681e-13
94 , 4FGL J0026.6-4600 , 2.154e-10 , 3.435e-11 , 2.429e-12 , 3.907e-13 , PowerLaw , 1.206e-10 , 5.947e-11 , 8.155e-12 , 1.427e-11 , 2.908e-13 , 4.100e-13 , 1.966e-13 , 7.729e-13
95 , 4FGL J0028.1+7505 , 3.454e-10 , 5.927e-11 , 1.892e-12 , 3.811e-13 , LogParabola , 2.710e-10 , 7.199e-11 , 1.548e-11 , <3.092e-12 , 6.778e-13 , 4.605e-13 , 3.212e-13 , 5.476e-17
96 , 4FGL J0028.4+2001 , 4.531e-10 , 4.992e-11 , 6.208e-12 , 5.627e-13 , PowerLaw , 3.609e-10 , 9.062e-11 , 3.659e-12 , 2.416e-12 , 8.313e-13 , 5.916e-13 , 8.428e-14 , 1.092e-13
97 , 4FGL J0028.9+3553 , 2.074e-10 , 3.956e-11 , 2.449e-12 , 4.690e-13 , PowerLaw , 9.199e-11 , 7.120e-11 , 4.894e-12 , <5.691e-12 , 2.155e-13 , 4.743e-13 , 1.147e-13 , 3.353e-19
98 , 4FGL J0029.0-7044 , 5.633e-10 , 4.628e-11 , 6.522e-12 , 5.058e-13 , PowerLaw , 3.902e-10 , 1.642e-10 , 1.385e-11 , <5.751e-12 , 9.172e-13 , 1.098e-12 , 3.255e-13 , 2.141e-16
99 , 4FGL J0029.4+2051 , 6.716e-11 , 2.600e-11 , 1.107e-12 , 3.545e-13 , PowerLaw , <3.213e-11 , 2.214e-11 , 9.617e-12 , 1.330e-11 , 4.900e-18 , 1.607e-13 , 2.421e-13 , 8.650e-13
100 , 4FGL J0030.2-1647 , 3.129e-10 , 4.134e-11 , 4.073e-12 , 5.849e-13 , PowerLaw , 1.918e-10 , 1.022e-10 , 3.834e-11 , 2.008e-11 , 4.730e-13 , 7.238e-13 , 9.454e-13 , 1.195e-12
101 , 4FGL J0030.3-4224 , 1.069e-9 , 5.967e-11 , 1.614e-11 , 6.413e-13 , PowerLaw , 8.724e-10 , 1.501e-10 , 4.770e-12 , 5.975e-12 , 1.993e-12 , 9.703e-13 , 1.090e-13 , 2.623e-13
102 , 4FGL J0030.4+0451 , 1.004e-8 , 1.962e-10 , 6.199e-11 , 1.147e-12 , PLSuperExpCutoff , 8.648e-9 , 1.304e-9 , 3.017e-11 , <4.952e-12 , 2.036e-11 , 7.485e-12 , 5.718e-13 , 7.024e-22
103 , 4FGL J0030.6-0212 , 1.714e-9 , 8.367e-11 , 1.973e-11 , 8.163e-13 , LogParabola , 1.351e-9 , 3.039e-10 , 2.118e-11 , <6.023e-12 , 3.083e-12 , 1.912e-12 , 4.632e-13 , 1.511e-21
104 , 4FGL J0031.0-2327 , 1.664e-10 , 3.268e-11 , 1.901e-12 , 3.603e-13 , PowerLaw , 1.861e-10 , 3.567e-11 , <6.373e-12 , 5.328e-13 , 4.389e-13 , 2.394e-13 , 3.078e-19 , 2.634e-14
105 , 4FGL J0031.3+0726 , 2.031e-10 , 3.937e-11 , 2.274e-12 , 4.347e-13 , PowerLaw , 1.771e-10 , 2.233e-11 , 2.903e-11 , 7.318e-12 , 4.260e-13 , 1.535e-13 , 6.982e-13 , 3.921e-13
106 , 4FGL J0031.5-5648 , 1.348e-10 , 3.116e-11 , 1.544e-12 , 3.558e-13 , PowerLaw , 9.111e-11 , 3.094e-11 , 1.956e-11 , <5.759e-12 , 2.206e-13 , 2.143e-13 , 4.735e-13 , 2.127e-17
107 , 4FGL J0032.3-5522 , 5.005e-10 , 4.392e-11 , 5.843e-12 , 4.540e-13 , PowerLaw , 4.170e-10 , 7.604e-11 , 1.932e-11 , <5.263e-12 , 9.787e-13 , 5.076e-13 , 4.535e-13 , 1.204e-16
108 , 4FGL J0032.4-2849 , 1.943e-10 , 3.370e-11 , 2.352e-12 , 3.709e-13 , PowerLaw , 1.780e-10 , 3.384e-11 , 2.818e-12 , 3.040e-12 , 4.155e-13 , 2.244e-13 , 6.577e-14 , 1.446e-13
109 , 4FGL J0033.5-1921 , 2.965e-9 , 1.084e-10 , 3.180e-11 , 1.573e-12 , LogParabola , 1.669e-9 , 8.286e-10 , 3.123e-10 , 1.177e-10 , 4.151e-12 , 5.819e-12 , 7.533e-12 , 5.834e-12
110 , 4FGL J0033.9+3858 , 1.928e-10 , 3.803e-11 , 2.951e-12 , 4.916e-13 , PowerLaw , 1.945e-10 , 1.246e-11 , 3.804e-12 , 1.340e-12 , 4.439e-13 , 8.047e-14 , 8.684e-14 , 5.859e-14
111 , 4FGL J0034.0-4116 , 2.247e-10 , 3.384e-11 , 3.314e-12 , 4.660e-13 , PowerLaw , 1.628e-10 , 3.113e-11 , 7.542e-12 , 3.597e-12 , 3.728e-13 , 2.017e-13 , 1.727e-13 , 1.589e-13
112 , 4FGL J0034.3-0534 , 2.691e-9 , 1.079e-10 , 2.063e-11 , 7.764e-13 , PLSuperExpCutoff , 2.293e-9 , 4.202e-10 , 1.664e-11 , <5.794e-12 , 5.364e-12 , 2.538e-12 , 3.154e-13 , 2.869e-18
113 , 4FGL J0034.6+6438 , 6.882e-10 , 8.690e-11 , 9.161e-12 , 1.449e-12 , PowerLaw , 6.944e-10 , 1.100e-10 , 2.243e-11 , <4.991e-12 , 1.604e-12 , 7.207e-13 , 5.182e-13 , 1.057e-16
114 , 4FGL J0035.0-5728 , 1.368e-10 , 2.896e-11 , 2.265e-12 , 3.971e-13 , PowerLaw , 1.381e-10 , 2.305e-11 , <4.550e-12 , <5.276e-12 , 3.134e-13 , 1.479e-13 , 1.170e-17 , 8.350e-16
115 , 4FGL J0035.2+1514 , 1.104e-9 , 6.879e-11 , 1.324e-11 , 9.267e-13 , PowerLaw , 6.777e-10 , 3.196e-10 , 1.166e-10 , 3.898e-11 , 1.654e-12 , 2.236e-12 , 2.847e-12 , 2.223e-12
116 , 4FGL J0035.2-1739 , 9.355e-11 , 2.872e-11 , 1.177e-12 , 3.406e-13 , PowerLaw , 5.498e-11 , 2.957e-11 , 7.739e-12 , 6.317e-12 , 1.351e-13 , 2.084e-13 , 1.901e-13 , 3.699e-13
117 , 4FGL J0035.8+6131 , 3.737e-10 , 7.051e-11 , 7.681e-12 , 1.528e-12 , PowerLaw , 2.825e-10 , 7.103e-11 , 2.252e-12 , <5.286e-12 , 6.326e-13 , 4.484e-13 , 5.042e-14 , 4.232e-17
118 , 4FGL J0035.9+5950 , 3.614e-9 , 1.237e-10 , 4.369e-11 , 1.681e-12 , LogParabola , 1.762e-9 , 1.061e-9 , 4.238e-10 , 2.043e-10 , 4.409e-12 , 7.540e-12 , 1.036e-11 , 1.090e-11
119 , 4FGL J0036.9+1832 , 2.967e-10 , 4.443e-11 , 3.833e-12 , 5.058e-13 , PowerLaw , 2.187e-10 , 4.537e-11 , 1.381e-11 , <4.745e-12 , 5.067e-13 , 2.982e-13 , 3.200e-13 , 1.370e-18
120 , 4FGL J0037.2-2653 , 9.780e-11 , 2.700e-11 , 1.375e-12 , 3.602e-13 , PowerLaw , 7.179e-11 , 2.730e-11 , <5.697e-12 , <6.323e-12 , 1.650e-13 , 1.777e-13 , 1.756e-19 , 1.022e-16
121 , 4FGL J0037.6+3653 , 1.677e-10 , 3.633e-11 , 2.113e-12 , 4.916e-13 , PowerLaw , 1.056e-10 , 4.892e-11 , 4.692e-12 , <4.853e-12 , 2.453e-13 , 3.226e-13 , 1.090e-13 , 2.059e-19
122 , 4FGL J0037.8+1239 , 7.179e-10 , 6.054e-11 , 8.177e-12 , 6.452e-13 , PowerLaw , 4.737e-10 , 1.607e-10 , 3.976e-11 , 1.153e-11 , 1.117e-12 , 1.080e-12 , 9.380e-13 , 5.715e-13
123 , 4FGL J0037.9+2612 , 1.237e-10 , 3.306e-11 , 2.034e-12 , 4.610e-13 , PowerLaw , 1.075e-10 , 1.817e-11 , 2.257e-12 , <4.976e-12 , 2.442e-13 , 1.166e-13 , 5.126e-14 , 1.309e-17
124 , 4FGL J0038.1+0012 , 3.864e-10 , 4.597e-11 , 4.296e-12 , 5.147e-13 , PowerLaw , 1.801e-10 , 1.114e-10 , 3.793e-11 , 7.615e-12 , 4.311e-13 , 7.615e-13 , 9.082e-13 , 4.007e-13
125 , 4FGL J0038.2-2459 , 2.680e-10 , 3.736e-11 , 3.423e-12 , 4.163e-13 , PowerLaw , 2.111e-10 , 6.461e-11 , <8.666e-12 , <4.780e-12 , 4.895e-13 , 4.252e-13 , 1.820e-16 , 6.167e-17
126 , 4FGL J0038.7-0204 , 1.377e-10 , 3.936e-11 , 3.150e-12 , 6.123e-13 , LogParabola , 1.101e-10 , <1.563e-11 , <5.671e-12 , <5.229e-12 , 2.237e-13 , 4.327e-16 , 7.140e-17 , 1.085e-16
127 , 4FGL J0039.0-0946 , 2.338e-10 , 3.862e-11 , 4.642e-12 , 5.014e-13 , PowerLaw , 2.272e-10 , 2.398e-11 , <7.542e-12 , <5.385e-12 , 5.098e-13 , 1.517e-13 , 2.008e-17 , 1.109e-16
128 , 4FGL J0039.1-2219 , 2.163e-10 , 3.533e-11 , 2.657e-12 , 4.606e-13 , PowerLaw , 1.341e-10 , 7.185e-11 , 2.243e-11 , <6.737e-12 , 3.285e-13 , 5.046e-13 , 5.492e-13 , 5.135e-18
129 , 4FGL J0039.1+6257 , 2.006e-9 , 1.260e-10 , 1.012e-11 , 9.203e-13 , LogParabola , 1.660e-9 , 3.705e-10 , 7.242e-12 , 7.547e-13 , 3.982e-12 , 2.219e-12 , 1.416e-13 , 2.098e-14
130 , 4FGL J0039.1+4330 , 2.383e-10 , 3.781e-11 , 2.657e-12 , 4.231e-13 , PowerLaw , 1.577e-10 , 7.402e-11 , 1.944e-11 , <5.321e-12 , 3.784e-13 , 5.074e-13 , 4.665e-13 , 1.449e-16
131 , 4FGL J0039.7+4203 , 1.528e-10 , 3.438e-11 , 1.853e-12 , 4.618e-13 , PowerLaw , 7.631e-11 , 2.689e-11 , 9.440e-12 , <5.102e-12 , 1.781e-13 , 1.783e-13 , 2.203e-13 , 6.739e-18
132 , 4FGL J0040.3+4050 , 2.189e-10 , 4.820e-11 , 2.448e-12 , 4.970e-13 , PowerLaw , 1.120e-10 , 4.222e-11 , 6.343e-12 , 1.410e-11 , 2.693e-13 , 2.900e-13 , 1.525e-13 , 7.535e-13
133 , 4FGL J0040.4-2340 , 2.008e-10 , 3.507e-11 , 2.245e-12 , 3.845e-13 , PowerLaw , 1.894e-10 , 2.551e-11 , 1.381e-11 , <4.811e-12 , 4.494e-13 , 1.726e-13 , 3.278e-13 , 8.646e-17
134 , 4FGL J0040.7-7157 , 2.082e-10 , 4.195e-11 , 1.260e-12 , 2.723e-13 , LogParabola , 1.536e-10 , 5.735e-11 , 1.499e-11 , <4.371e-12 , 4.023e-13 , 3.809e-13 , 3.160e-13 , 3.183e-16
135 , 4FGL J0040.9+3203 , 1.606e-10 , 3.732e-11 , 2.136e-12 , 4.531e-13 , PowerLaw , 1.588e-10 , 2.581e-11 , 2.967e-12 , <4.260e-12 , 3.669e-13 , 1.691e-13 , 6.854e-14 , 2.551e-17
136 , 4FGL J0041.3+6052 , 5.325e-10 , 8.804e-11 , 7.977e-12 , 1.604e-12 , LogParabola , 5.096e-10 , 5.095e-12 , 4.649e-12 , <4.864e-12 , 1.044e-12 , 2.660e-14 , 8.812e-14 , 2.918e-16
137 , 4FGL J0041.4+3800 , 1.608e-10 , 3.805e-11 , 1.824e-12 , 4.010e-13 , PowerLaw , 1.060e-10 , 2.140e-11 , 1.712e-11 , 1.011e-11 , 2.561e-13 , 1.478e-13 , 4.136e-13 , 5.518e-13
138 , 4FGL J0041.7-1607 , 6.860e-11 , 2.494e-11 , 9.903e-13 , 3.347e-13 , PowerLaw , 3.398e-11 , 1.001e-11 , 1.471e-11 , 7.021e-12 , 8.462e-14 , 7.173e-14 , 3.662e-13 , 4.359e-13
139 , 4FGL J0042.0+3640 , 1.731e-10 , 3.694e-11 , 1.958e-12 , 4.321e-13 , PowerLaw , 6.175e-11 , 4.771e-11 , 1.206e-11 , <5.119e-12 , 1.460e-13 , 3.212e-13 , 2.850e-13 , 2.798e-19
140 , 4FGL J0042.2+2319 , 4.217e-10 , 4.683e-11 , 5.077e-12 , 5.273e-13 , PowerLaw , 3.570e-10 , 8.077e-11 , 1.455e-11 , <4.861e-12 , 8.340e-13 , 5.362e-13 , 3.399e-13 , 1.689e-17
141 , 4FGL J0043.2+4114 , 2.783e-10 , 5.222e-11 , 2.294e-12 , 7.021e-13 , LogParabola , 3.091e-10 , 1.466e-11 , <6.287e-12 , <4.860e-12 , 6.829e-13 , 8.288e-14 , 5.302e-17 , 5.513e-17
142 , 4FGL J0043.5-0442 , 1.938e-10 , 4.247e-11 , 2.198e-12 , 4.610e-13 , PowerLaw , 1.002e-10 , 4.683e-11 , 1.524e-11 , 1.089e-11 , 2.420e-13 , 3.235e-13 , 3.681e-13 , 5.944e-13
